rating,date,snippet
4.0,setahun lalu,"Lokasi cukup luas, tersedia banyak colokan, ada area lesehan ber-AC juga. Ada live music. Toilet & mushola bersih. Parkiran luas bgt.

Menu makanan standard, harga masih terjangkau. Untuk ayam penyet rasa lumayan, sambal pedas, walaupun ukuran ayam kecil. Untuk mix platter ngga panas, kayak udah ready stock jadi agak kering dan alot, ngga worth it. Menu capuccino, juga kemanisan, rasa mirip kopi sachetan. Kualitas menu sebaiknya di-improve lagi."
5.0,9 bulan lalu,"parkir luas, tempat duduk juga luas (ada smoking dan non smoking area), live musik (kyknya nggak tiap hari ada), tempat bersih, pelayanannya ramah dan cepet, makanannya enak, harga standar 12-25rb an, wifi kenceng, colokan banyak. so far suka banget sih disini"
4.0,setahun lalu,"Tempat nongkrong untuk ngopi yang lumayan menyenangkan. Dengan tempat dining yang luas, tersedia panggung juga untuk live music. Harga juga sangat affordable. Memang untuk pilihan kopinya sangat terbatas, jadi kurang sesuai dengan namanya sebagai coffee shop. Tapi tetap worth to try."
5.0,2 bulan lalu,"suasananya cozy bgt, pelayanannya ramah pol pokonya ngga nyesel deh kesini mana harganya pas dikantong👍"
4.0,setahun lalu,"Bento Kopi sudah dikenal sebagai salah satu kedai kopi yang spacious, bisa menampung banyak orang, menyediakan banyak menu camilan, makanan berat, atau minuman yang beragam, dengan ciri khas live music di waktu tertentu.

Bento Kopi Jamal adalah gerainya kesekian. Meski terletak jauh dari hiruk-pikuk aktivitas kampus, cabang ini bisa dijadikan opsi kalau ingin kumpul beramai-ramai di area dekat sawah."
5.0,setahun lalu,"Tempat luas, kalau malam terang, adem. Cukup terjangkau untuk makan minumnya, tapi kadang nasinya rada keras, pas apes, tapi overall mayan buat nongkrong sama ngerjain kerjaan, kurang arena bermain anak saja yang sepertinya sekarang adalah hal yang wajib di setiap tempat makan."
5.0,11 bulan lalu,"Tempat luas, bisa milih duduk lesehan, meja kotak atau bundar. Menu lumayan banyak, harga standar. Bisa minjem roll kabel dan kartu uno dll dengan jaminan kartu identitas.

Update: Sekarang ruang indoor nya diperluas."
5.0,2 tahun lalu,"tempat nya lumayan bersih,
parkir luas
full musik,
ada kolam koi nya
tapi pas kesini jam 9 malam, untuk rasa saus chicken katsu blackpaper nya agak aneh ga seperti biasanya,"
5.0,3 tahun lalu,"Tempatnya luas, nyaman, cocok untuk nugas atau meeting. Tempat parkir juga luas. Ada live music di weekend. Harga menu juga pas dikantong anak muda. Pembayaran juga mudah nggak perlu takut tidak bawa uang cash."
3.0,2 bulan lalu,"Sebenernya untuk suasana layanan enak, cuma untuk makanan kurang karena selada masih  banyak tanah, meskipun buat garnish aja tapi tolong dibersihin kak"
5.0,2 tahun lalu,"Parkir lumayan luas, tempat sangat luas, ada yg di dalam ruangan, lesehan, live music, langsung bayar saat pesan, banyak colokan, ada beanbag, menu bento milyarder 22k dapet esteh, ricebowl, mendoan worth it bgtt"
2.0,4 bulan lalu,"maaf bgt yaa sbeelum nya,  smg menjadi perhatian spv, ini mmg di Bento jamal volume musik yg dalam selalu keras atau bagaimana ya? Kasian yg dapet tempat duduk di dekat sound yg di bagian dalam, lg ngerjain tugas kebisingan. Padahal udh ngomong ke waiters untuk kecilin suaranya, eh ttp di kerasin. 🙏🏻"
5.0,setahun lalu,"Tempat yang asik dan nyaman untuk belajar, main bareng atau sekedar nongkrong. Ada kamar mandi, mushola, dan banyak meja kursinya. Pelayanan lumayan cepat, minumannya langsung dibuatkan setelah pesan. Makanannya pun langsung diantar. Cuman ya makanannya sudah dingin.

Lumayan banyak pilihan menunya. Ada nasi telur dengan berbagai varian sambalnya, nasi ayam geprek, nasi ayam penyet, mendoan, roti, indomie, dan minuman. Seperti biasa, dilarang bawa makanan dan minuman dari luar ya."
3.0,setahun lalu,"Pas kesini banyak yang habis, semoga manajemen kedepannya bisa memperkirakan antara stock dan banyaknya customer. Kesini juga meja masih kotor belum di bersihin. Kalau memang ga ke cover harusnya nambah pegawai sih. Semoga kedepannya bisa lebih baik. Sayang banget tempatnya uda gede bagus tapi agak mengecewakan di bagian kebersihan dan stock menu nya"
4.0,2 tahun lalu,"Rasa minuman dan makanannya oke. Nunggu ambil minumnya ga lama, tp nunggu makanannya lumayan lama. Pelayanannya cepat. Parkiran luas. Musholla bersih. Suasananya ga cocok buat nugas sendiri karena terlalu berisik tp cocok buat group diskusi karena berangin, tersedia banyak kursi."
5.0,setahun lalu,"Tempatnya luas, cocok buat kumpul sama temen dalam skala agak besar, harganya juga affordable banget buat mahasiswa mahasiswa yang uangnya punya limit haha, wifi juga memadai, parkir luas, karyawannya ramah banget apalagi kasirnya wkwk thanks 😻🫶"
5.0,3 tahun lalu,"Awalnya ragu2.. karena ada ulasan yg kecewa tp iseng nyoba, Dateng 1 SD datang yg ke 3x semua oke.
1. Tempat luas, kita bisa pilih yg terbuka atau tertutup, menang ruang tertutupnya sebenernya msh kurang luas jika dibandingkan ruang terbuka tp semua oke. Ada tpt duduk yg ada colokannya jd ga kawatir kongkow lama2
2. Petugas layanan semua ramah
3. Untuk pemesanan makanan cepat jika menu memang sudah ready, saat sy datang pagi hari memang ada menu yg blm ready tp mas nya infoin kok jika tetap ingin pesan akan memakan waktu lama, atsu bisa pilih menu lainnya, saat itu sy memilih menunggu, tp ok kok
4. Utk pengalaman pribadi sy memuaskan, kl menu makanan sebenernya standar, KL ada yg bilang mahal atau porsi kecil mungkin ya tapi sebanding kok dgn fasilitas yg diberikan, Krn sy lihat yg datang kesana rata2 lama kongkow  nya dan menggunakan WiFi gratis nya, termasuk saya..."
1.0,6 bulan lalu,"saya pesen mie goreng jangan pake bawang goreng dan sayur,tapi datang yang ada bawang gorengnya. saya pesan lagi dan bilang jangan pakai bawang goreng dan sayur t tadi saya pesen tapi di kasih bawang goreng. cuma di diemin saja terus di kasih nomer meja"
5.0,3 tahun lalu,"Tempat yang asyik buat kumpul bareng temen ngopi2 manja. Untuk anak kuliahan cocok buat nugas free WiFi juga. Betah lama-lama disini. Ada live music, tempat bersih, toilet bersih, pelayanan cepat dan ramah. Very recommended."
5.0,10 bulan lalu,"Baru tau sekarang tempatnya udah direnov jadi makin bagus dan rapi
Servisnya juga oke. Pesan lemon squash tapi salah dikasihnya lemon tea, tetep dilayani dengan baik dikasih gantinya dengan pesanan yg benar.
Menu makanan udah jauh lebih baik dari dulu, rasanya enak2 sesuai dengan harganya
Buat mbak waiters berjilbab yg anter makanan 11 juni jam +/- 19.00 good job pelayanannya ramah dan cekatan 👌"
4.0,3 tahun lalu,"Tempat luas, ada wifi, kursi meja banyak, parkirannya juga luas, disediakan mainan semacam uno juga.
Untuk rasa makanannya standar. Mungkin memang disetting untuk tempat nongkrong, jadi makanannya banyak cemilan/snack dan berbagai minuman seperti chocolate, kopi, squash, juice dll.
Untuk makan besar nya ada ricebowl, mie, ayam penyet, ayam sarden & scrambled fish.
Untuk pemesannya langsung bayar dimuka.
Jadi pesan langsung bayar di kasir, nanti pesanan minuman langsung di bawa sendiri, untuk makannya nanti akan diantar."
3.0,9 bulan lalu,"renovasinya bagus apalagi area outdoornya nyaman,kalo cerah. Pas ujan jelek ga ada pencegahan , air bisa gampang kebawa angin"
3.0,setahun lalu,"Tempatnya nyaman dan menenangkan...
Varian menu juga lumayan lengkap Tapiii...
Emang boleh mendoan sambal kecap polosan doank
Jadi terasa hampa kek janji capres"
4.0,3 bulan lalu,"Indoornya ac nya pas..luas,..ngopi sambil kerja...rekomended"
5.0,9 bulan lalu,"Tempatnya enak, datang jam 11 udah ready semua. Harganya murah."
1.0,setahun lalu,"saya mampir ke tempat ini karena kebetulan sedang menunggu jadwal kedatangan bus di Terminal Jombor. tipikal tempat yang menggunakan konsep open space, biasanya punya harga makanan dan minuman yang murah. dan tentu saja karena harganya murah, kita tidak boleh berharap lebih akan rasanya. hanya saja, saya merasa terkadang memang minuman yang dibuat hanyalah asal bikin karena yang penting apa yang dipesan bisa sampai ke meja customer. saya tahu harganya memang murah, kebanyakan menu harganya under lima belas ribu rupiah. tapi mbok ya secara rasa itu cobalah untuk lebih layak lagi. kopinya tidak enak sama sekali dan bahkan rasanya aneh. saya seperti tidak sedang memesan kopi. bisa-bisanya minuman yang diberikan itu secara rasa tidaklah mendekati rasa kopi sama sekali. rasanya hambar seperti tanpa kopi, dengan rasa manis yang legit dan terasa sepat di lidah. tolonglah, saya lebih mending harganya dinaikkan tapi kualitas rasanya bisa ditingkatkan lagi. karena tempat ini terlalu berupaya untuk menekan biaya produksi, alhasil rasanya menjadi tidak karuan. mungkin memang salah saya sih mampir ke tempat yang saya sendiri sudah tahu rasanya tidak bisa diharapkan.

untuk pelayanannya juga seadanya. bagian kasirnya disebut cheerful itu tidak. disebut jutek juga tidak. tapi lebih terkesan mbaknya lagi capek dan ngantuk. selain itu, untuk tukang parkirnya nampak seperti preman. saya ke sini menggunakan motor, dan saat mau pulang mengulurkan uang lima ribu rupiah. dan saya hanya diberikan kembalian dua ribu rupiah saja. di mana-mana parkir motor itu cuma dua ribu rupiah woy! saya tahu selisih kembaliannya cuma seribu rupiah. ini bukan soal uang. tapi mbok ya ada basa-basinya gitu loh kalau kurang. lha ini melengos seakan tanpa dosa.

overall, sangat tidak direkomendasikan mampir ke tempat ini sih. tidak ada hal positif yang bisa saya temui dari tempat ini. kecuali mahasiswa yang butuh tempat ngumpul karena tempat ini punya harga yang murah meriah. tapi kualitas rasanya ga karuan. jadi memang ada harga, ada rasa sih."
5.0,setahun lalu,Tempatnya asik banget buat nongkrong mau lama juga ga masalah soalnya untuk harga nya juga sangat affordable bgt jadinya cocok lah kalo buat kumpulan dan nongki
3.0,10 bulan lalu,"saya datang jam 4 sore, okupansi tidak sampai 50%.. herannya dari banyak menu yg saya pesan ke petugas.. mayoritasnya habis (atau mungkin belum siap tp jawaban ke sy adalah habis)..
tempatnya hanya berbeda tampilan aja dgn yg dulu.. yg skrg jadi menyerupai coffeeshop kompetitor yg tidak jauh dari situ, tp dr segi rasa yg B aja, harga murah, variasi menu, dll masih sama aja dgn yg dl..
waktu sy datang kemarin, wifi super duper lemot bahkan ga bisa buka whatsapp web, apalagi buka situs lain..
overall.. cocok buat nongkrong ngobrol aja, harga murah, tempat luas, banyak meja kursi.."
4.0,10 bulan lalu,"Tempatnya luas, banyak opsi nongkrong dan parkiranya luas. Ada live musiknya"
5.0,setahun lalu,"makanannya enak bangettt omagaaa😍,tempatnya luas,parkiran sangat luas banget, tempatnya adem, cozzy,minumannya enak enakkk beragamm,pelayanannya oke bangettt cepet bintang 5 deh😍🫵🏻"
5.0,setahun lalu,"Tempat duduk luas, parkirannya juga luas. Mbak kasirnya cantik dan ramah banget^^
Menunya lumayan banyak dan harganya terjangkau"
2.0,3 tahun lalu,"Rice box black peppernya berisi dua potong sosis, dua butir bakso sapi, belasan wortel yang dipotong dadu, beberapa kacang polong, beberapa tabur jagung, dan nasi putih yang melebihi kadar suap lauknya. Harganya hanya belasan ribu. Cukup murah. Setara seperti isinya sih. Bagi saya, cukup sekali pesan makan saja. Silakan kamu kalau mau nambah atau pesan yang lain."
5.0,setahun lalu,"tempatnya nyaman dan bersih, pegawainya juga ramah
ada live music juga nambah suasana jadi lebih oke
ada colokan jadi sangat membantu buat sahabat listrik kayak saya hahaha"
5.0,3 tahun lalu,"Menu lengkap Harga pas dikantong mahasiswa & pelajar, tempat luas, n sejuk, kunjungan rombongan sy sabtu sore  ada panggung musik, prokes ketat semoga sehat semua."
4.0,11 bulan lalu,"Tempatnya nyaman, minumannya enak tp untuk makan rice bowl nasinya keras bgt, semoga bisa di tingkatnya untuk kualitas makanannya"
4.0,setahun lalu,"Bento Kopi

Cafe dengan modern dan penuh seni. Tempat ini menyediakan banyak tempat duduk terbukan dan tertutup. Halaman luas tidak terlalu sumpek. Sirkulasi udara nyaman karena masih dkt dgn sawah dan alam.
Suasannya tidak terlalu ramai (cukup). Free wifi, toilet, mushola, wc, parkir.

Makanan dan minumannya lumayan terjangkau. Rasanya cukup enak.  Cocok jadi tempat nongkrong dgn teman, keluarga, pasangan, tempat kerja jg ok terdapat stop contact."
1.0,2 tahun lalu,"Aku pesen beberapa trus pesen fried fries
Dapet nomor meja (berarti bakal dianterin kann)
Trus kutunggu2 ga dtng2
Sampe tmn ku kesana.
Ternyata ga dianterin, sampe dingin jadi diambil aja sm temenku.
Mana diliat digambar aja tu kentangnya jelek dan masa ada pines nya? Ke bayang ga kalo ini nasi goreng trus itu ketelen?
Yang bikin perusahaan bangkrut adalah karyawan yg ga kompeten.
Tolong diperbaiki sistem nya ya. Nyebelin tau, aku beli lho, dah ditunggu malah makanan dh ga enak dn kaya gitu keadaannya"
4.0,3 tahun lalu,"Tempatnya besar, bisa pinjam kartu uno atau stack game.  Harganya tergolong murah, hanya saja makanannya kurang. Roti bakar sama pisang crispynya enak. Dari pesan sampai penyajian makanannya kurleb 30menit"
3.0,8 bulan lalu,"TEMPAT SEKARANG UDH NYAMAN BGT, BAGUS, TAPI MAKANAN MAKIN KESINI MAKIN KURENG SEKALI RASANYA.
TEMPE SAN CIRENG DATANG 1 JAM SETELAHNYA COCOLAN HNYA KECAP. COFFEE VANILLA NYA PAHIT MUNGKIN SIRUP VANILLA NYA YA YANG KURENG ENAK. PORSI KECIL HARGA KURENG BGT. KALAU PORSI KECIK RASA OK MAH GAMSLH
Maaf ya semoga bisa lebih baik lagi"
1.0,6 bulan lalu,"pesen ayam geprek tapi kaya ayam dikasih sambel doang atasnya, rasanya jg rasa cabe tok! gaada gurih asinnya klo cabenya disingkirin ayamnya hambar. nasinya jg keras pelayananya kaya males nglayanin. kurang rajin juga bersihin meja kotornya dri awal saya datang sampai pulang meja kotor sebelah saya ga disentuh. minusssss parah"
4.0,setahun lalu,"Lokasi mudah di jangkau, di belakang Jogja city mall , parkir luas dan ada tukang parkirnya kooperatif.
Ruangan di dalam luas banget, banyak kursi dan bangku tersedia, juga ada area AC  no smoking cocok buat nugas bagi anak² muda yg sedang belajar.
Ada life musicnya yg mengiringi kita menikmati sajian .
Minumannya lengkap dan enak. Makanannya kebanyakan camilan tapi ada juga rice bowl ya yg ingin menu berat.
Toiletnya cukup bersih , di wastafel juga disediakan tissue yg memadai (sangat penting ini !!!), Sayangnya pas ke sana wastafel yg di toilet bocor sehingga lantai basah , sebaiknya segera di perbaiki.
Over all...oke lah buat nongki² Ama temen² dg harga terjangkau."
5.0,setahun lalu,"Tempatnya enak buat nugas, nongki, dan kumpul. Budget mahasiswa bgt, overall mantap dah"
5.0,2 tahun lalu,"Bento copi
Jalan magelang kutu asem,
Tempat yg nyaman utk bersantai bersama teman, atau untuk sembari bekerja mengerjakan pekerjaan kantor, parkir yg lumayan luas dan menu yg bervariasi, ada live music yg siap menghibur kita"
5.0,setahun lalu,"Parkir luas, ruangan acnya ademm bgt wkwk enakk nyaman buat nugas buat akuu yg harus bgt nugas sambil ac nan biar makin fokus ehehe. Baristanya ga julid walau pesennya cm 1 lemon tea hehe terimakasih kakk. Pelayanan oke bgt sih dengan fasilitas maksimal, harga minimal, tp rasa minumannya ttp maksimal sihh"
5.0,3 tahun lalu,"Gimana ga sahdu coba!!
Ini nih salah satu BENTO KOPI terbaik se-Kota Jogja yang pernah aku tongkrongin.
Tempat bersih, tempat luas, tempat berjarak, lokasi bebas nyamuk (ini penting) ada mushola + kamar mandi yang bersih, pelayanan baik dan ramah.
Oiya, sedikit tambahan aja. Tolong dong sediakan akses utk kursi roda.

BENTOKOPI Sempurna !!! 🤩🤩🤩"
5.0,2 bulan lalu,Harganya murah meriah ... Cocok untuk para pelajar dan mahasiswa untuk nongkrong atau meeting acara kegiatan sekolah atau kampus
4.0,7 bulan lalu,Rasa oke dan harga murah banget. Cocok buat nongkrong karna tempat luas pol
3.0,3 tahun lalu,"Ke sini karena penasaran karena deket dengan tempat tinggal (jalur pulang pergi ke kantor)
Ternyataa tempt nongki yang cukup terjangkau banget
Ke sini pas hujan deres, karena atapnya dari galva soo suaranya sungguh nyaring sekalii🙃
Sy pribadi sih agak gimana gitu kalo nongki dengan tingkat kebisingan begitu
Ngga tahu ya dengan yang lain
Tapi harganya emang murah sih apalagi ada wifinya lumayan kenceng
Platter (terutama sosisnya) &sausnya ngga banget deh rasanya
Pesen mie gitu di sini tapiii udah anyep alis dingin itu dibikin dulu ato by order ngga tw deh trus minta pedas udah di charge tuh (3ribu) eh malah ngga cabenya sama sekali padahal nama mienya aja mie iblis🤔
O iya petugasnya ato mba2 or mas2nya pengetahuan produknya kurang deh, ditanyain ini itu tentang menu malah ngga bisa jawab dengan baik🙂
Yahhh balik lagi lha kalo mau nongki murah aja mah mungkin bisa ke sini🙂"
4.0,3 tahun lalu,"Tempatnya luas bisa lesehan pake kursi jg oke, no smoking jg ada. Sip lah untuk nongkrong, parkir luas.. 👍"
4.0,2 bulan lalu,Bagus sih cm kurang di toilet kotor bgt ketemu ulet bulu sama bekicot kecil2 banyak terus ga bersih jg keliatan ga pernah dibersihin 😔😔😔
5.0,3 bulan lalu,"Menu makannya standar, koi2an dingin enak, tempat nyaman ada in door maupun out door, parkir luas, ada toilet dan musholla."
5.0,setahun lalu,"mulai dari pelayananannya yang bagus, makanan dan minuman enak semuaa, dan tempat yang nyaman buat nongkrong dan nugas."
4.0,setahun lalu,"pelayanan lama banget, kcuali air minum cepet karena langsung ambil dan dibikin.., klo makanan bisa lama dan nunggu selesai smua baru diantar, mie bisa jadi kotakkk..."
5.0,setahun lalu,"Wenak cik sumpah di bento untuk menu nya sangat enak cik sampai aku disini nyaman, bukan nyaman perasaan. Pokok e disini enak cik ada tempat AC nya cik seperti di kutub Utara
Dan disini ada WC sama musholla cik jadi. Yang muslim bisa sholat gilakkk bagus banget tempat nya dan live music nya juga cik sampe aku nangis dari hati cik tempat enak cik buat ngerjain tugas dan meeting apa lagi enakkk pol cik. Disini makanan minuman enak banget cik. Apalagi harga nya buat anak SD pun masih jajan cik ☺️Joss lah"
