rating,date,snippet
1.0,sebulan lalu,"Maaf saya kasih bintang 1..karena memang semengecewakan itu..jadi ceritanya kami reservasi untuk paket buber karena kebetulan sekolahan kami ada buber dan mencari tempat untuk buber..nahh direkomendasikan lah bento kopi karena jarak juga tidak terlalu jauh..maka kami putuskan untuk reservasi 2hari sebelumnya dan memang ada update tambahan (bagi kami itu biasa karena kami biasa reservasi si resto yg lain no problem)
Pas hari H tibalah kami disana kakinreservasi jam 16.30 karena kebetulan saat itu hujan kami sampai sana sekitar jam 17.00 kami adakan acara sambil menunggu buka..sampai waktu berbuka yg ada hanya makanan dan minuman makanan utama belum ada..dan itu sudah penuh drama(yg mana porsi snack 1piring berdua lah minuman kurang dari pesenan 63 yg datang baru 54 trus banyak lagi) setelah drama dan debat kami dengan petugas ttg orderan yg tidak sama datangkan makanan kami jam 18.40 dan itupun tidak semua (dicicil )kami komplain lah karena makanan yg ada cuma 54 paket saja sedangkan kami pesan 63 paket..sampai selesai pun itu makanan tidak datang2 dan akhirnya saya batalkan sisanya karena kalau nunggu lagi itu sudah sekitar jam 19.30..ada 9 orang yg tidak jadi makan karena memang tidak kebagian bayangkan acara buber tapi tidak kebagian paket..dan itupun kami hitung ulang karena dari pihak sana seperti tidak percaya..setelah dihitung memang benar cuma 54paket kami bayar..dan sempat spf nya meminta maaaf dan menjelaskan itu kesalahan admin
Untuk bento kopi kalau belum siap menerima reservasi dalam jumlah banyak janganlah buka reservasi .kasihan customer..dan untuk kedepannya lagi semoga bisa diperbaiki untuk sistem pemesanan atau apalah itu..karena untuk makanan lumayan enak walaupun nasi kurang Mateng...kalau untuk nongkrong ok tempatnya tapi kalau untuk partai besar mending ke resto yg sudah terpercaya"
5.0,2 bulan lalu,makanannya sangat enakkk!!! worth it to buy guyss!!! apalagi ada wifi!
5.0,10 bulan lalu,"tempatnya sangat nyaman, cocok untuk mengerjakan tugas atau santai santai bareng teman..
bisa meminjam kartu Uno / remi
sangat rekomendasi sekali!!"
3.0,7 bulan lalu,Waktu saya kesini kebersihannya kurang banget. Sisa makanan dipiring itu 2 jam baru dibersihkan diatas meja. Untuk wifi dan rasa makanan 8/10.
5.0,5 bulan lalu,"Tempatnya nyaman, kasir ramah dan sangat sopan, cocok bagi yang mau nugas sampe malem👍👍👍👍"
1.0,6 bulan lalu,"Pelayanan: bintang 1
Minuman : bintang 1
Bad attituted untuk karyawan karna nga ngo nga ngo dari nerima orderan sampai complain.
Ini x pertama saya complain dan bintang 1 karena sangat2x bad!!  Dr melayani khusus untuk karyawan cowo pakai topi.  Sampai complain susu basi(susu pecah n asam)  dikasih. Koreksi bila salah susu yg sudah pecah dan ada rasa kecut apa nama susunya?  Complain dikasih ganti menu aq pilih kopi yg sama tapi aq tanya susu ganti apa sama jawabannya sama!!  Konyol bukan.akhirnya saya mesen minuman squash karna bsa  diganti. Tetapi sampe 1 jam hanya minuman saja tidak datang2x..  Hello perbaikkin yaa!! Its ok murah aq tidak komplain kopinya tapi komplain susu ya!!!!!"
5.0,setahun lalu,"Tempat nongki di yogyakarta yang berada di godean ini bento kopi cabangnya ada dimana mana cuma kebetulan lagi ke godean akhirnya milih nongki disini aja deh hehe.. menurutku sama aja sih sama bento kopi cabang lainnya cuma disini makanannya lebih enak mantep gitu cuma kalau minumnya kurang kental jadi kesannya encer kebetulan pesen taro (15k) sama coffee milk (10k) untuk taronya lebih ke rasa susu gitu kalau coffee nya terlalu sweet mungkin recommend buat yang suka kopi manis, terus makanannya pesen chicken katsu blackpapper (14) sama chicken rice bowl sambal matah (14k), untuk chicken sambal matahnya enak pedesnya nampol bawangnya banyak ayamnya juga kalau katsunya kurang ya soalnya chickennya tipis setipis cintaque wkwk... sama mendoan (10k) juga dikasih saos cocol kecap manis pedas enak tapi tepung mendoannya bantet..

Buat tempat sih oke cuma kebetulan hujan yang lesehan bean bag nya tuh ditaruh asal asalan berasa lagi jualan bean bag karena berantakan dan ditumpuk2 lain kali dirapiin ya kak biar nyaman pengunjung yg lain.. terus kamar mandi minus dikit agak kotor untung dikasih sabun cuci tangan..

Suka banget sama bapak parkir baik bangettt udah tua tapi sopan dan rajin bgt kalau bisa kasih gaji lebih ya buat bapak2 parkirnya salah satu garda paling depan loh buat tempat nongki soalnya kan nata parkiran biar rapi dilihat orang kan jadi enak  terus nongki deh..

Staff disini juga ramah2 terus live musicnya aku juga suka suaranya merdu gak asal asalan ntapsss ❤️❤️"
5.0,setahun lalu,"makanan dan minumannya enak dan harganya terjangkau, suasananya juga enak untuk nugas dan nongkrong, tempatnya juga luas dan bersih dan kalau malem itu ada live music jd ga buat pelanggan disini bosen serta pelayanannya yang juga ramah jd buat pelanggan itu mau balik lagi kesini 🤩"
4.0,3 tahun lalu,"Tempat nongki anak muda yang cukup.nyaman.
Tempatnya sangat luas, bisa duduk dikursi atau lesehan.
Malam minggu ada live music nya.
Untuk makanan nya menunya standart cafe pada umumnya, harganya juga standart.
Pembayaran bisa cash dan QRIS, tetapi tidak bisa debid cart."
4.0,11 bulan lalu,"Untuk sekedar tongkrongan memang asyik.

Hanya masih ada perokok aktif dan pasif yang tersatukan. Kasihan bila campur dengan anak kecil.

Rasa makanan kurang affordable dan kurangnya menu yang variatif.

Pelayanannya ramah.
Sedikit saran : ""Berikan menu untuk tamu yang datang. Jadi, tidak perlu mengantri menjadi satu dengan pembayaran atau swabfoto hanya untuk memilih menu lalu meminta kertas orderan"".

Parkir lumayan luas"
4.0,setahun lalu,"Tempatnya enak, wifi juga oke nggak dibatesin waktu 👍 Ada tempat yang ac juga, yang non ac juga enak, view sawah dan silir banget anginnya, enak sejuk."
3.0,3 tahun lalu,"Area parkirnya luas banget, area cafe juga luas banget. Leluasa kalau mau rombongan banyak orang. Variasi makan dan minum banyak juga, harganya murah banget. Soal rasa ya sesuai harga ya. Makanan dan minumannya biasa aja tapi kelebihannya tempatnya luas dan nyaman. Pemandangan sore dan malam hari bagus."
5.0,2 tahun lalu,"Pertama kali datang kesini, langsung dapat kesan positif. Parkirannya cukup luas, untuk mobil dan motor. sistem pemesanannya mudah, dan cepat, dan pelayanannya cukup standar, untuk minuman dibawa sendiri ke meja, dan untuk makanan diantar. Tersedia Wifi Gratis, dan View persawahan yang sejuk. Recommended untuk acara-acara keluarga, Angkatan, maupun acara bersama teman."
5.0,3 minggu lalu,"Kasi bintang 5 karena anak sampai minta dua kali kesini
Hanya karena pas kali kedua datang hujan lebat jadi agak riweuh
Makanan yg dimaui juga habis
Tapi Alhamdulillah tetep bisa Nemu sambel dabu dabu di menu yg lain
Tahu walik nya enaaakkk
Secara harga terjangkau ,setdknya untuk keluarga ini murah sih ,coz sekelas cafe
Nah cocok banget buat anak kos ,apalagi wifi lancaaarrr dan saya lihat kebanyakan nak anak kuliahan
Krn dua kali datang hnya kami yg DTG dg keluarga 😂🥰"
5.0,sebulan lalu,"first time kesini, pas bgt listriknya konslet, dan untuk mas masnya lngsg gercep benerin, pelayanannya sangat bagus, ramah-ramah, mau menjelaskan kenapa listrik konslet dan etika untuk meminta maaf, salut, tingkatkan lagi untuk kebersihan, terutama kebersihan mukenahnya, terimakasih"
4.0,2 tahun lalu,"Tempat luas bisa duduk di kursi maupun lesehan. Tempat parkir juga luas, pelayanan tukang parkirnya juga oke mau bantu keluarin motor. Pelayanan baik tapi di kasir cukup antri lama. Rasa makanan enak. Suka sama sambal matahnya. Harga terjangkau di kalangan anak muda. Recommended."
5.0,2 bulan lalu,"Kafe paling cocok buat remaja buat nongki, adem, suasana nyaman. Top deh"
5.0,setahun lalu,"Tempatnya luas, kapasitas kursi banyak, tempatnya sejuk, nyaman buat nugas dan ketemuan sama temen2 berbanyak, ada space yg ber ac, ada colokan, cocok buat nongki, rapat, ketemuan sama temen maupun ngerjain project. Waitress nya juga ramah, pelayanan ok"
5.0,4 bulan lalu,"Makanan nya sangat enak, mantul kasirnya baik hati, pelayanan nya bagus, pokoknya mantulll"
3.0,setahun lalu,"Kalau sekedar cari tempat nongkrong tanpa memperhatikan rasa minuman atau makanan menurut saya bisa sekali datang ke sini. Tempat dan parkiran luas. Tukang parkirnya ramah dan membantu, memberi payung saat hujan. Tempatnya banyak yang semi outdoor jadi waktu hujan agak terbatas.

Untuk minumannya saya sendiri hanya pesan es kopi susunya, standar tapi dengan harga segitu masih oke lah, asal diminumnya jangan kelamaan sampai esnya cair semua. Makanannya sendiri so-so. Yang agak mengecewakan mungkin roti bakarnya. Waktu datang tidak seperti roti bakar coklat yang ada dibayangan. Dan kalau makannya kelamaan, rotinya keburu keras. Mendoan masih oke, sambal kurang pedas. Tahu waliknya ukuran kecil. Intinya sih kebanyakan makanannya harus cepat dihabiskan atau rasa dan teksturnya nanti beda.

Tapi dengan harga yang cukup oke, bisalah buat nongkrong sama teman2 atau keluarga.

Yang disayangkan, tadi ada sales rokok yang mampir dari meja ke meja. Waktu kita tolak sekali masih nawarin, kita tolak kedua kali masih baik2 tau2nya ditinggal gitu aja dengan ya kurang sopan menurut saya. Agak mengganggu dan bikin bad mood. Selain itu oke sih."
5.0,7 bulan lalu,"OMGG, BARU KALI INI NEMU CAFE NYAMAN BGTTT TEMPATNYAA, pelayanannya okee bgttt, tempatnya jg tenangg enak buat kalian yg suka nugas di cafe🤩🤩"
4.0,2 tahun lalu,"Makananannya standar, pelayanan baik. Tempatnya yg asik. Berada di area persawahan. Kalo siang"" ada angin beehembus, wuih nyaman bgt. Cocok buat nongkrong, ngerjain tugas, atau sekedar makan saja. Tempat parkir luas. Makanan berat dan cemilan sekitar 15-20k."
5.0,setahun lalu,"Kebetulan ada kegiatan di Jogja lebih dari seminggu. Hampir setiap hari Work From Coffee dan memilih Bento Kopi Godean.

Alasan kenapa sering kesini dibanding dengan Kopisop lainnya? Ini penilaian versi aku :

1. Lokasinya mudah di temukan
2. Parkiran memadai baik untuk motor maupun mobil
3. Pilihan menu makan yang beragam, mulai dari makanan ringan hingga makanan berat. Jadi kalo laper ga perlu pindah tempat, walaupun menu makan beratnya tidak komplek (telur & ayam), tapi menurutku sudah lebih dari cukup. Bisa dibilang comfort food lah.
4. Harga yang ditawarkan terjangkau
5. Tempat untuk bekerja atau mengerjakan tugas juga luas. Tersedia juga tempat AC yang kapasitasnya tidak terlalu padet, sehingga kalau nyari ketenangan menurutku cukup
6. Lokasi outdoornya kalau malam syahdu si, karena sampingnya sawah, jadi bisa liat yang hijau - hijau

Pokoknya kalau lagi di Jogja, butuh tempat ngopi yang bukan tentang rasa melainkan harga dan tempatnya luas, aku rekomendasikan Bento Kopi. Yang titik outletnya cukup banyak di Jogja

Kalau untuk rasa, menurutku masih oke di lidah baik untuk minuman maupun makanannya. Intinya sebanding dengan harga yang ramah di kantong mahasiswa maupun pelajar.

Oiya, disini juga beberapa kali untuk ruangan berAC sering di sewa buat meeting komunitas.

Pokoknya kalo ke Jogja, wajib cobain Bento Kopi sih."
5.0,setahun lalu,"Tempatnya nyaman, harganya termasuk affordable buat pelajar atau sekelas ala2 cafe, masakannya jg enak2 gak hanya sekedar masak tp emg beneran enak apalagi sambal dabu2nya fav bgt biasa pesen geprek extra dabu2 wkwk. Cuma yg bagian dalem ni ac nya kurang dingin walaupun udh disetting di 16° % mode turbo kayanya harus di service ya ac nya. Terimakasih"
5.0,6 bulan lalu,"Tempatnya enak buat nongkrong / nugas, wifi & suasana juga mendukung.."
5.0,7 bulan lalu,"OMAYGATTTT, kalian harus kesini siii kata aku soalnya tempatnya nyaman buat nongkrong sama temen ataupun sama pacar kalian ini tempat direkomendasikan bgtt sii"
5.0,setahun lalu,Tempat nya nyaman adem enak banget buat bikin tugas sama kumpul2 bareng temen harga nya juga masih terjangkau pelayanan ramah dan wifi gratis dan ada live musik nyaa juga
5.0,5 bulan lalu,"Suasananya di malam hari sangat sejuk, dengan pemandangan persawahan. Tempatnya luas dan sangat cocok untuk bersantai. Untuk menu mohon maaf rasa kopinya belum pas, masih terlalu manis. Makanan beratnya masih oke dan  enak. Tempat ini sangat bersahabat dengan dompet mahasiswa"
5.0,setahun lalu,"Makanannya enak enak, tapi mungkin untuk minumannya harganya yanh di price list bisa disesuaikan dengan ukuran gelas karena harga setelah memilih ukuran gelas pun jadi beda dan lumayan untuk beda harganya, overall okee buat tempatnya mungkin yang dipinggir bisa dikasih pelindung biar kakau hujan yang lagi nugas keujanan harus bingung nyari tempat pindah karena basah semua meja dan barang barangnya, pelayanan manteb ramah ramah semuaa🫶🏻"
4.0,3 tahun lalu,"Tempat nyaman
Harga sangat terjangkau
Ada live music
Pesen combo platter yaaa Sesuai ma harganya lah
Pesen churros   ga tau adonan nya yg kurang mateng apa pengaturan api yg terlalu besar

Citarasa Minuman yaaa sesuai ma harganya lah 😁"
2.0,setahun lalu,"ide siapa ini gelasnya diganti pake gelas plastik sekali pakai terus harganya dinaikan Rp1.000? SANGAT TIDAK RAMAH LINGKUNGAN.

bagi kalian yang keberatan dengan tambahan Rp1.000 bisa request pakai gelas kaca lohhh, stok gelasnya banyak tapi  kenapa ga dipake malah dipajang di belakang kasir? Kalo niatnya mau branding mending invest aja di gelas kaca tapi disablon logo bento kopi biar keliatan kalo itu lagi di bento.

kasirnya juga aneh, saya request pake gelas kaca wajahnya langsung berubah cemberut terus jadi judes, emang apa salahnya pake saya request pake gelas kaca? mengurangi profit atau gimana?

Sebenernya mending naikin harga minuman Rp1.000 tapi pake gelas kaca daripada hazelnut milk di papan harga Rp15.000 tapi karena gelasnya plastik sekali pakai bayarnya jadi Rp16.000, mending di papan harga langsung Rp16.000 deh biar lebih transparan."
5.0,2 bulan lalu,"Pelayannya ramah, tempatnya bersih dan luas"
4.0,11 bulan lalu,"Overall sebenernya oke si, pelayanannya ramah. Wifi juga sangat cukup untuk nugas. Tempat bersih. Tapi pas mau pesen minum, katanya tinggal size large aja. Waktu mau pesen latte, katanya foamnya pas lagi gada. Mungkin next bisa dilengkapi lagi sesuai menu yang ada👌"
5.0,setahun lalu,"Tempatnya nyaman, parkir luas. Tetapi Perawatan bangunannya kurang.  Rumput sintetisnya basah. Meja kursi perlu di tambah, karna kalok penuh engga dapet tempat. Kebersihannya perlu di tambah.

Makanannya enak"
4.0,setahun lalu,"Parkiran luas, petugas parkirnya ramah. Pelayanan oke, ramah mbak/masnya. Makanan dan minuman enak, harga terjangkau. Buat foto2 kalau pas langit bersih, cerah bagus banget.
Kalau sekitar jam 16.00 mungkin akan lebih bagus karena lampu2 nyala.
Kalau mau shalat ada mushola juga didalamnya, bersih, mukena ada banyak dan layak banget dipakai👍. Semoga bisa dipertahankan ya bento kopi😊"
5.0,3 tahun lalu,"Halaman Parkirnya luas dan rapi, tempat nyaman, luas, variasi tempat banyak. Bisa di dalam ruangan Ber-AC, outdoor lesehan maupun duduk di kursi. Ada live music, menu makan minum worth it sih, overall tempatnya nyaman dan recommended untuk diskusi, ngerjain tugas, dan nongkrong atau lainnya"
1.0,2 bulan lalu,"ada yang ngeshare di tiktok, hp customer diambil sama staff nya, pas ditanyain katanya gatau, giliran dimintain cctv malah nyolot wkwk. ngeri sih karyawannya. ketauan banget mau maling, tapi ketakutan wkwk. hati2 guys jangan tinggalin barang kalian di meja!! semoga karyawan yang bersangkutan dikasih sanski."
4.0,3 tahun lalu,"konsepnya bagus dari depan terlihat wow karena ditengah sawah, rasa makanannya standar gak yg spesial bgt, sayang nya tiap meja gak disediain tissue, wastafel jg cm ada ditoilet dan airnya kecil bgt nyalanya, parkiran luas"
5.0,11 bulan lalu,enak bangettt cocok buat rapat bersama rekan kerja juga hangout bareng temen temen kampus... aaaa kiyowoo.... 😍😍 terlebih lagi makanannnya minumannya murah murah dibanding kafe sebelahh matap deh pokoknya pelayannya ramah bangettt
2.0,2 tahun lalu,"Parkir motor/mobil luas.Lokasi kanan-kiri sawah. Ada wifi, toilet, mushola.Cocok buat nongki/ngerjain tugas/hahahihi sama temen-temen.Kalo utk makan keluarga kurang cocok.Jgn dateng dengan perut kosong laper banget soalnya lumayan lama makanannya dateng.Minum ambil sendiri setelah bayar di kasir.nggak ada tissue di meja.harga makanan/minuman standar.Rasa makanan/minuman yg dipesen :
- es kopi almond + cincau : 2/5
- chicken rice bowl : 2/5
- otak-otak : 2/5
- mendoan : 2/5
- roti bakar choco cheese : 2/5
- es teh : 1/5
- es leci susu : 3/5
- kentang goreng : 3/5"
5.0,setahun lalu,"Tempatnya bagus, punya speach yang luas, jadi bisa milih mau duduk lesehan atau dikursi juga boleh, parkiranya luas, dan ada musholanya juga jadi bisa nongkrong tanpa khawatir ketinggalan waktu sholat. Harga makanan jangan ditanya lagi udah pasti aman di kantong mahasiswa, apalagi pelayananya yang ramah."
5.0,setahun lalu,"Mantap, suasananya enak...kalo siang juga gak panas angin sepoi-sepoi, buat meeting atau sekedar ngobrol santai asyik. Makanan dan minuman juga ramah di kantong, rasanya enak.. parkiran luas, akses juga mudah. Ada musholanya. Mantap pokoknya...."
4.0,2 tahun lalu,"Parkiran luas, tempat juga luas, ada yg pake kursi dan ada juga yang lesehan. Ada live music juga tapi gatau tiap hari ato gak 😀, yang pasti tempatnya asik buat nongkrong, nugas, ataupun kerja.

Menu cukup bervariasi dan harganya murah sih. Kalo untuk rasa ya lumayan lah. Kopi susunya terasa kopinya namun dominan susunya, sementara chicken rice bowl blackpepper lumayan enak. Sebenernya pengen cobain sambel matah, tapi dibilang sold out, entah beneran sold out ato ga bikin. Next kesini lagi mau cobain sambel matahnya, kalo enak baru gue kasih bintang lima 😁"
5.0,setahun lalu,"Yang dicabang ini mba mba nya jutek, ga kayak yang dinologaten ramahhhh :((((((((
Overall its okeeee tetep jadi pilihan buat nugas karena murah dan nyaman tempatnya.
🖤❤"
5.0,3 tahun lalu,"Bento Kopi cabang baruuu di Jl Godean. Tentu temen2 ga asing dg konsepnya. What should we know:
1. Parkirnya sangat luasss. Dan yg lbh penting ada nomor parkir, jd lebih aman.
2. Harga makanan/minuman/snack affordable
3. Indoor dan outdoor area. Lesehan, kursi, beanbag all available
4. Live music. Entah dihari tertentu atau setiap hari. Bakda ashar, bakda isya.
5. Pelayanan ramah
6. View sisi selatan sawah hijau, ademm banget, sejuk, angin semilir
Highly recommended"
3.0,2 tahun lalu,"Kesini karna mau nugas jd tujuan utamanya cari wifi🤣 tapi sayang banget wifi nya gak bisa dipake padahal ada 2 wifi tapi yauda karna uda terlanjur sampe sini & pesen makan juga 😂 di sini nyobain rice bowl, mendoan & es teh. Untuk rasa ya standarlah & harganya medium murah enggak mahal juga enggak. Tempatnya luas banget ada yg lesehan pake beanbag & kursi. Parkiran juga luas. Ada toilet & mushola. Masukannya itu tadi sih semoga wifi nya diperbaiki supaya bisa dipake sama pengunjung apalagi tempatnya cocok banget buat nugas."
3.0,setahun lalu,"Pesen nasi telur saus mentai, pangsit goreng dan lyche tea.
Utk lyche teanya enak,tapi utk nasi telur mentainya,tak kira bakal di torch atasnya,ternyata gk,tapi lumayan lah.
Mungkin yg perlu diperbaiki pangsit goreng nya,agak keasinan dan keras isinya
Utk suasana 👍 enak buat nugas dan kumpul bareng temen,mungkin kebersihan meja yg lebih diperhatikan,"
5.0,3 tahun lalu,"Pelayanan bagus, menunya enak² dan worth it banget karena harga terjangkau, tempatnya nyaman banget buat nongkrong karena bersih, tertata dan view nya keren bisa ngeliat gunung Merapi dan Merbabu. Kalo sore ada live music cocok buat ngopi santuy."
5.0,2 tahun lalu,"Tempat cozy bangett, enak banget buat nongki bareng pacar, bisa family time juga, ada tempat lesehan buat yg bawa keluarga, ada ruang untuk kerja sendiri jdi biar lebih fokus, banyak colokan di setiap sisinya. Untuk harga agak expensive dengan porsi yg kurangggg buat saya. Dan pelayanannya lamaa bangetttt. Jdi gk disaranin kalau mau makan kenyang di sana. Ada live musik juga"
5.0,2 bulan lalu,"dateng ya guysss ke bentoo, makanan minuman enak bgt, worth it buat kalian yang pelajar atau mahasiswa guys, kakak kakaknya ramah ramah sekalii"
5.0,5 bulan lalu,Bagus tempatnya nyaman cocok buat nugas
5.0,11 bulan lalu,"First impression nya sejuk, cocok buat nugas, rapat, nongki colokan banyak ada ruangan AC"
5.0,setahun lalu,"rekomendasi bgt buat yg mau kerja d coffeeshop murah dan enak
rekomended buat yg di AC biar g kepanasen. tp klo suka alam deket sawah juga bisa sepoi2 anginnya"
5.0,2 bulan lalu,makanannya enak rekomen bgt deh
5.0,9 bulan lalu,"makanan dan minuman rasanya enak, pelayanannya udah bagus sii kak tp mukenahnya kurang bersih hehe"
4.0,2 tahun lalu,"Makanan dan minumannya standart.. Hanya saja disini kita bisa nongki lama lama sambil ngerjain tugas..

Range harga di harga 10.000 - 17.000, termasuk murah..

Hanya saja disini pelayanannya lama juga waktu itu mati lampu, gak ada penangaanan sama sekali, setidaknya tilp pln kalau memang dari pln. Tapi gelagatnya seperti habis token listrik, pas ditanya katanya dr pln tapi drtadi cek token sama heboh beli token.."
1.0,3 bulan lalu,"Baru aja kesana, dibagian kasir gaada orang, cuman ada tulisan ""close order"", terus kita coba masuk duduk dulu bentar, karna kita rasa waktunya udah cukup akhirnya coba cek deh ke bagian kasir, ternyata gaada orang, gatau sih alasan close order itu karna apa, tapi yang jelas, seenggaknya pas kita dateng ada karyawan/kasir yang jaga supaya kita bisa tanya estimasi close ordernya selama berapa menit, kalo tau lama kan kita gaakan buang waktu buat masuk dan duduk dulu disana!"
5.0,2 bulan lalu,"nyore disini syahdu bgtt, menu nya affordable cocok dikantong mahasiswa apalagi ditanggal tua, klo disini sampe jam 9malem bakal ada diskon pas repeat order, karyawannya juga baikk, nyaman deh pokoknyaa👍🏻"
5.0,setahun lalu,"Tempatnya nyaman buat tugas, makanan dan minuman dijamin enak 😍😍"
