rating,date,snippet
5.0,6 bulan lalu,"Nasi Ayam Geprek ENAK BANGETTT PLIS 🤯, ayamnya gurih sambelnya pedes dan melimpahh 😋

update: maaf bgt untuk yg skrg nasi ayam geprek nya tidak se enak waktu ituu, semoga bisa ditingkatkan lagi ya Kak 🥲🙏"
1.0,4 bulan lalu,"Ruang AC gadungan. Kalo lihat suhunya 17 derajat. Padahal sama sekali gak dingin. Gerah. Kontol. Jangan datang ke kafe ini. Kualitas fasilitas murahan, harga makin hari makin mahal."
4.0,6 bulan lalu,"Hiii udah pernah dateng kesini dulu sebelum berubah ehh sekarang dateng lagii dengan suasana baruu baguss lgi tempatnyaa cocok bngt buat nongki"" Pas kesini makananya udah pada habis huhuhu Yh agak kagett sama harganya yg lumayan mahal yaa"
1.0,5 bulan lalu,"Makanan dan minuman oke, tpi pelayanan flooring nya sangat buruk
Meja kotor ngga buruan dibersihkan sampe dirubungin lalat dan semut padahal sudah tidak ada orang
Alhasil yg baru dateng harus ngelap sendiri :)
Tolong diperbaiki, karna sangat mengganggu"
5.0,setahun lalu,"Kelebihan utama Bento Jakal adalah harga yang terjangkau. Menu-menu yang ditawarkan di sini memberikan pilihan yang ramah di kantong, cocok bagi mereka yang mencari tempat bersantai tanpa harus mengeluarkan biaya besar.

Bento Jakal menawarkan beragam pilihan menu, mulai dari kopi,  makanan ringan, hingga makanan berat. Keanekaragaman menu memberikan opsi yang luas, memenuhi selera pengunjung dengan berbagai preferensi kuliner.

Ruang yang luas dengan area indoor dan outdoor adalah keunggulan lainnya. Pengunjung dapat memilih untuk duduk di dalam jika ingin suasana yang lebih tenang atau di luar untuk menikmati udara segar. Fleksibilitas ini menambah nilai positif pada pengalaman pengunjung.

Kehadiran kolam ikan memberikan sentuhan unik dan menarik pada atmosfer Bento Jakal. Kolam ikan dapat menjadi daya tarik tersendiri dan memberikan nuansa yang menenangkan bagi pengunjung."
2.0,4 bulan lalu,"Untuk Diperhatikan!
Jarang kasi ulasan tpi kurasa ini perlu. Untung saya engga terlalu jijikan, tapi ya masak ada pecahan kaca kaya gini. Ini membahayakan. Masi untung juga besar jdi keliatan. Kalo kecil ketelen gimana? Tolong diperhatikan lagi. Menu banyak yg kosong masih saya maklumi, tpi kalau soal ini saya rasa harus kasih ulasan biar lebih diperhatikan lagi. Saya mau dm IG tpi saya cari tdk nemu yg mana akunnya. Jdi maaf hrs saya kasih ulasannya disini."
5.0,10 bulan lalu,"Untuk tempat menjadi lebih nyaman baik di ruang ac indoor dan juga outdoor.colokan ada banyak hampir disetiap meja terdapat colokan.
🍽️ Penyajian makanan dan minuman cepat jika tidak terlalu banyak antrian minuman bisa ditunggu. Klo pas antri nanti mendapat nomor jika sudah jadi bisa diambil minumanya.
Terkadang tidak ada uang kembalian, jdi nanti di struk ada minus dan bisa diambil saat mau pulang atau dibelanjakan lagi (mohon untuk menyediakan uang receh 1k 2k lebih banyak untuk kembalian) atau pembayaran bisa menggunakan qris agar lebih mudah.
Untuk kamar mandi ada 2, dan terdapat kran untuk berwudhu diluar, musholla disediakan sajadah dan mukena (untuk mukena dan sajadah lebih baik lebih sering untuk dicuci) agar tetap selalu wangi, atau dapat membawa mukena sendiri untuk para muslimah.
Wifi lancar dan cepat jika agak sepi pengunjung, namun saat rame bangett wifi agak lemot."
5.0,setahun lalu,"Tempat ini cocok banget buat hangout bareng temen, ngedate sama pacar, atau buat ngerjain tugas.

☕️ Ambience nya kayak cafe mewah gitu. Spacious dan ada area semi outdoor plus indoor.

☕️ Di bagian tengah ada kolam ikan yg bikin suasanya jadi adem gitu.

☕️ Surprisingly harga menu makanan dan minumannya affordable banget utk tempat yg sebagus ini. Tapi don't expect too much utk rasanya krn standar aja. Tp tetep worth it bgt sih..

☕️ Nilai plus nya lagi. Tiap malam ada live music"
4.0,2 bulan lalu,"Tempatnya enak buat ngopi santai..
Menunya sesuai sama harga..lmyan enak si..sesuai sama hargalah
Pelayanan baik.."
4.0,seminggu lalu,"Tempatnya luas dan worth it sih, buat nugas atau pun nongkrong okee free wifi juga, cuma makanan ringan terutama frenchfries nya dingin gak yg langsung d goreng dadakan"
1.0,sebulan lalu,"Makanan ny sih oke ya enak"" Tapi tolong lah kebersihan tempat dan alat"" Makan ny lebih d perhatikan juga masa piring ny masih berdebu ada tai cicak ny juga kan nafsu makan jadi ilang."
3.0,sebulan lalu,"untuk makana gk ada masalah enak, rasa oke juga.
suasana indoor semi outdoor, lampu tata letak juga lumayan hanya mungkin kursi yg basah ada genangan air bisa di perhatikan lagi.
untuk pegawainya ramah juga, hanya pelayanannya aja yg sangat kurang, seharunya jika ada yg reservasi semuanya harus sudah dipersiapkan, masa untuk buka puasa minuman bisa . dan makanannya juga telat hampir 40 menit setelah berbuka. ya kali kita 40 menit cuma liatin org makan."
2.0,sebulan lalu,"pelayanan lama pdhl sudah di boking dari jauh jauh hari dan makann lama datangnya serta banyk yg akhirnya tidak pake sendok untuk makan , tempt ny juga kurang bersih di bagian parkir."
3.0,seminggu lalu,"cuma lebih diperbaiki lagi aja pesen lecy tea medium yg Dateng cuma kaya es teh dua hari yg lalu,ga ada buah lecynya juga. hari ini kesana lg puas sama pesenan dan pelayanannya .cuma buat mba2 entah itu khitcen main kedepan dibiasakan senyum ramah biar customer nyaman juga"
5.0,4 bulan lalu,"Kopinya enak bgt, murah, harga pelajar, luas, banyak tempat buat wfc!"
5.0,setahun lalu,"yang udah lama ga kesini pasti bakal kaget sama perubahan nya. tempat nya makin luas, makin terang, colokan tersedia di mana-mana. ada ruangan khusus yang berAC juga.

Makanan nya enak, snack nya banyak variasi. dan paleng suka sama Nasi Telor Lamongan.
ada live music nya juga.

Parkir nya luas, mobil bisa masuk ga perlu parkir di pinggir jalan raya."
5.0,9 bulan lalu,"Tempat nya bagus, nyaman, adem. Harga nya standar, tidak terlalu mahal. Cocok buat nongkrong, suatu saat akan kesini lagi bareng pasangan atau temen sih"
5.0,setahun lalu,"Gaiiiiss, bento jakal berubah total 100 % loooo, walaupun aku udah kehilangan kenangan dengan ikan koi disini, tapi gak papa karna sekarang super bagus bangeeeett, walaupun udah mewah harga nya masih sama spt dulu. Ada ruangan AC jugaaaa sekarang"
5.0,9 bulan lalu,"Tempatnya nyaman, hanya minus di tempat parkir lumayan effort ya.. Service cepat, makanan lumayan enak, cocok utk nongkrong dan kerjakan tugas buat yang kuliah, bagus konsep tempat makannya.. Sukses ya"
5.0,sebulan lalu,"Berulang kali kesini buat nongkrong sama temen sejak SMA masih sama vibesnya, selalu nyaman dan ramah kantong. Pilihan nomor satu kalau bingung mau nugas dan ngerjain skripsi pas jaman sklh.
Kasir dan seluruh karyawan baik dan ramah. Cuman gatau hari ini agak dpt bad experience aja ke satu orang atau mungkin aku yg sensitif?
Bisa lebih ramah lagi aja ya Kak. Semangat 👍🙏"
5.0,3 bulan lalu,"Makanannya enak, ayam geprek bentonya enak empuk bumbunya mantap, tempatnya bagus, fresh, dan enjoy. Rekomended untuk kembali lagi"
5.0,2 tahun lalu,"Mampir ke sini karena lihat ulasannya di google maps yang banyak banget dan kebanyakan pada ngasih feedback positif.

Salah satu tempat ngopi dan nongkrong yang sangat bersahabat bagi kantong mahasiswa. Makan dan minuman yang tersaji di sini dipatok dengan harga yang relatif terjangkau. Banyak tempat duduk yang bisa kita pilih mulai dari lesehan, meja memanjang, meja dekat kolam ikan, meja berempat, maupun meja bundar di taman.

Semua tempat duduk di sini berada di ruangan outdoor. Angin dari kiri kanan bisa tembus langsung. Apabila malam hari mungkin suasana menjadi agak dingin. Namun pada siang dan sore hari ini menjadi nilai tambah karena udara jadi tidak terlalu panas.

Terdapat kolam ikan dengan gemericik suara air yang membuat tempat ini enak untuk digunakan sebagai tempat nugas atau mengerjakan skripsi. Gemericik suara air itu bisa membuat pikiran kita rileks dan santai.

Tempat parkir luas, namun berhati-hati saat menuruni jalan menuju tempat ini karena agak curam.

Banyak ikan di kolam yang bisa membuatmu terhibur dan tetap zen namaste."
5.0,setahun lalu,"Jalan menuju lokasi: Bisa Mobil / Motor
Parkiran: >3 Mobil
Pelayanan: Ramah dan Disambut
Menu: Harga <25rb
Waktu tunggu makanan: <15mnt
Rasa makanan: enak
Porsi makanan: banyak
Area makan: >50
Fasilitas: Mushola, Kamar mandi, Momong-able,  duduk & lesehan, wifi, ac, colokan listrik
Vibe: nongkrong, work from cafe
Berapa kali berkunjung: 1x"
1.0,setahun lalu,"Pesan indomie rebus telur 1, indomie goreng telur 1, setelah nunggu 2 jam baru dateng dan yg dateng rebus nya lupa kasih telor, pas dirasa yg mie goreng bikinnya pake mie rebus jd kerasa asin bgt, yg mie rebus bikinnya pake mir goreng jd rasanya kurang. Sebagai permintaan maaf dikasih pisang crispy gratis, kekecewaan terhadap pelayanan tidak akan setimpal dibayar apapun. Kl kesini buat cari wifi dan minum es teh masih oke gaess"
3.0,3 bulan lalu,"Gimana ya. Kalau musim hujan, beneran enakan dulu sebelum direnov. Kalau musim kemarau baru hasil renov bisa dinikmati sepenuhnya. Sekarang musim hujan paling enak di ruangan AC karena ngga basa sama sekali. Tapi kan meja cepet banget penuh. Plus klo hujan susah keluar/pesen/nganter pesenan. Atapnya ngga nutup jalan antar bangunan."
3.0,2 bulan lalu,"Pengalaman pertama saya ketika berkunjung disini pada hari Valentine. Jujurly, disini viewnya indah dan cantik, terdapat 2 kolam ikan dan beberapa pohon-pohon kecil yang membuat suasana menjadi nyaman dan sejuk. Makanan dan minuman disini juga harganya sama dengan Bento Bento yang lain. Tapi sayang seribu sayang, listrik disini sering mati. Sehingga jaringan wifi nya juga sering mati. Bahkan pada sore hari. Tempat-tempat yang indah ini hanya bisa mendengarkan suara musik dari speaker yang diaktifkan dari tempat kasirnya saja. Sedangkan beberapa spot untuk santai sering nyala dan mati untuk lampunya.

Tolong kepada pihak Bento, supaya memberikan pelayanan yang terbaik dan nyaman kepada para konsumen, khususnya fasilitas listrik dan wifi.

Terimakasih 🙏"
4.0,setahun lalu,"Layanan bagus, sangat ramah dan membantu.
Suasana tempat oke banget, ada outdoor, indoor, dan semi indoor. Cocok buat yg bisa WFA, nugas, diskusi/meeting santai. Mushola, bersih, tapi sedikit saran saja supaya disediakan sandal jepit untuk wudhu, simpel tapi sangat membantu. Toilet juga bersih dan wangi. Harga makanan dan minuman standar, sesuai dengan rasa dan isinya. Pengalaman WFA di sini dari siang sampai malam, 2 kali pesan makan, 2 kali pesan snack, dan 2 kali pesan minum. Harga main course standar, bahkan ada yg murah mulai dari belasan ribu, untuk rasa standar juga, lauk lumayan enak, sayangnya nasi sudah tdk panas, bahkan hangat pun tdk, jadi berasa kurang fresh. Saran supaya nasi tetap hangat, apa lagi banyak menu yg cocok dinikmati dg nasi hangat."
1.0,2 bulan lalu,"untuk makanan so soo oke lau, minuman juga, harga bersaing sebenarnya dengan rasanya, suasana nyaman sih, pelayanan agak lama :"") antrian sampe numpuk banyak, mungkin perlu inovasi untuk mengatasi ini misal order via QR di meja atau apalah..., yg parah sampe orderan minuman aja gak segera dibuatkan :"") pdhl jelas2 saya nungguin disitu bahkan sampai antrian setelah saya minumnya dah pada kelar begitu antrian selesai baru ditanya minumannya apa kak... lahh gemana sih koordinasinya sampe kesel sendiri... minuman disuruh tunggu tapi gak segera dibuatkan -_-"", mana posisi keburu zoom meeting lg sampe telat 30 menit buat meeting gara gara antri dan nunggu minuman -_-"" sampe makanan yg dipesen pun sudah siap² diantar dan masnya yg ngater makanan sampe nyariin saya duduk dimana pdhl belum duduk karena nunggu minuman... kelar minuman gak ada kek maaf ya kak terlewat atau apalah... seperti tidak mau mengakui kesalahannya... koordinasi tim kurang bagus"
5.0,setahun lalu,"Pelayanan nya ramah2 karyawan nya juga asik2
Harga nya murah terjangkau tempatnya nyaman
Ada kolam ikan besar di tengahnya
Live music setiap hari
Asik banget buat nongkrong disini"
1.0,setahun lalu,"IMPROVE!
2X Datang kesini lalat sangat banyak, masuk kedalam minuman juga.
28/01/2024
______________________________________
menu lumayan lengkap
parkir luas
tempat juga luas
pelayanan ramah
fasilitas mushola, wc
suasana adem
cocok untuk nongki"
5.0,2 bulan lalu,"Dah sering kesini sih, suasana makin oke. Harga masih standard. Tadi pelayanan juga oke banget, karyawan ramah, tadi sempet agak lama sih makanannya, tapi karena nomer meja ketinggalan. Mendoan sudah datang di awal, eh malah dikasih mendoan lagi (free) dan mas nya juga malah bilang maaf. Huhu terimakasih ya kak, semoga kalian naik gaji hihihihi"
5.0,2 tahun lalu,"Tempat nongrong di seputaran jakal atas.
.
Tempatnya asik, tempat duduknya ada yang outdoor dan indoor. Ada kolam ikan juga jadi terdengar gemericik air.
.
Ketika datang terlihat ada panggung dan set sound sistem, berarti ada live musiknya. Cuman belum tahu hari dan jamnya.
.
Untuk menu makanannya lumayan bervariatif, ada kudapan2 dan makanan berat.
.
Sedangkan untuk menu minumannya ada yang kopi dan non kopi.
.
Ketika disini saya memesan kopi tubruk, tempe mendoan dan roti bakar. Rasanya lumayanlah....
.
Silahkan bagi temen2 yang sedang ada di seputaran jakal atas, bisa banget lho mampir."
4.0,4 bulan lalu,"Aduh lucu bgt first time kesini byk banget kejadiannya😂🤣
Udah dri lama aku pgn ke bento yg jakal ini karna ada kolam ikannya! Lucu bgt bisa kasih makan semuanya pd nyerbu hehe.. trus pas lagi makan tbtb kaget kakiku ketempelan jangkrik size XXXXXL asli geli bgt🥶 saking paniknya aku buang ke kolam trus dimakan sm ikannya😭 trus dipertengahan tbtb ada cicak pup hampir kena tangan aku yg lg pegang mouse wkwkwkwk, eh udh malem dikit tbtb mati lampu itu final nya sih, soalnya chaos bgt laron nya pd turun kek zombie ngerubutin hp suamiku yg lg nyalain flash.. kalo buat makanan enak kok aku sering ke bento emg fav buat nongki, cuman kaget aja pas ke jakal wkwk🤣 better pasang perangkap serangga ya, apalagi musim ujan kek gini.. thx!"
4.0,setahun lalu,"Tempatnya cocok buat galau. Disini bisa buat ngerjain tugas jugaa yaa ttp dgn berdiskusi kl diem ataupun sendiri seperti kurang yaa karna disini t4nya ramai dan berisik. Bisa juga dijadikam t4 untuk rapat kecil yg membutuhkan suasana luar ataupun berdiskusi tadi

Ada tempat yang ber AC juga"
4.0,setahun lalu,"Sudah banyak yang nulis detail, cuma mau bilang tempatnya enak, tapi untuk makanan minuman ya lumayan.

Dengan tampilan baru menambah kenyamanan. Internet juga cepet, cocok sekali buat tempat ngerjain tugas atau kerja."
1.0,4 bulan lalu,"Pelayanannya jelek, tidak ramah, tempatnya kotor berlalat. Sedikit cerita, saya minta meja saya untuk dibersihkan/dikasih lilin karna banyak lalat, tapi respon ketus dari kasir yg cowo, ""mas kalo mau pindah, pindah aja"" HAHAHAHA males kerja kayanya, semoga yg punya bento kopi jakal cepet sadar deh untuk ngeliatin perilaku karyawannya. Ciri"" masnya hari ini (Senin, 23 Des 2024) oknum/kasir tersebut lelaki menggunakan baju hijau pada hari ini."
5.0,8 bulan lalu,"Mhantab ini. Harga murah, suasana nyaman. Menu enak"
4.0,3 tahun lalu,"Pas kesini kemarin pesan chicken noodle, chicken katsu blackpepper, mendoan, chocholate vanilla, dan es teh.

Chicken noodlenya cuma mie Indomie goreng yang dikasih potongan ayam goreng dan sayuran. Chicken katsu blackpeppernya lumayan enak. Mendoannya disini terlalu kecil tapi tebal, setahu saya kalau mendoan itu tipis2 lebar dan setengah mateng. Chocolate vanillanya biasa aja. Es tehnya kurang manis, berasa pesen es teh tawar.

Lokasinya di Jalan Kaliurang sekitar kilometer 12/13. Tempatnya luas. Suasananya nyaman dan asri. Saking asrinya tiba2 ada ulat jatuh dari atas pohon. 😂 Tapi yaudah gapapa wajar udah resiko milih duduk outdoor.

Untuk harga masih standar seperti kafe2 kelas mahasiswa lainnya."
5.0,setahun lalu,"Tempatnya nyaman, syahdu, ada kolam ikannya yang bikin tambah cozy, baik buat nongkrong santai ataupun belajar. Favorit minuman Es kopi susu & Red velved."
4.0,3 tahun lalu,"Kafe nyaman dan terjangkau untuk area jalan kaliurang atas (km 12,5). Tempat dekat sungai dan suasananya sejuk. Pilihan tempat duduk banyak dan beragam, baik di kursi, bangku panjang, maupun lesehan. Terdapat stopkontak hampir di setiap meja, memudahkan bagi yang butuh men-charge laptop ataupun hp. Area parkir luas, kamar mandi bersih, dan terdapat musholla yang bersih. Ada panggung live musik. Wi-fi kencang dan gratis"
4.0,3 tahun lalu,"Bintang 4 buat keseruan struktur lokasi dan bangunannya. Beruntung teman jalan saya anak2 muda, jadi kegeret ke tempat nongkrong heboh ini. Dari jalan raya, terang benderangnya bikin kita noleh dan akhirnya penasaran mampir (kayak laron aja). Makanannya, minumannya simpel, murah, porsi lumayan besar. Unik pokoknya... bikin happy.. ha haa"
5.0,10 bulan lalu,"Bento kopi yang disini paling nyaman sih menurutku. Setelah di renov makin oke, ada yang indoor juga."
1.0,7 bulan lalu,"1. Datang jam 7 malam, mau order makanan, apa apa kosong, even indomie goreng aja kosong
2. Pesen caffe latte, pas mau minum ada binatang nya
3. Pelayanan karyawan nya lebih baik di training, kita disini mau beli, bukan minta2
4. Tukang parkir ky orang mau malak

Kukira tmpt rame karna ada kualitas, ternyata tmptnya doang yg approve, pelayanan dan makanan ga berkualitas"
2.0,2 tahun lalu,"Tempat ini cocok buat kerja kelompok, belajar, nugas, skripsian, atau hanya sekedar ngobrol kongkow. Ada kolam ikannya, kebetulan kemarin lagi dikasih makan pas kesini. Untuk ketersediaan tempat duduknya cukup banyak. Untuk rasa minuman menu signature terkhususnya yg direkomendasikan yg Chocoberry itu kurang rasanya, cenderung gak ada rasa malah. Kemarin pesen bento jutawan, noodle egg, sama chicken katsu. Kalau rasanya sih standar ya, tp menurut saya ga cocok noodlenya pakai sayuran macem itu. Oiya, pas kesini ada live music, mbak sama masnya yg main musik pas mintain uang gapakai masker, ditegur malah belagu."
3.0,setahun lalu,"Pros :
- suasana mayan..
- ada colokan
- luas utk kerja dan tugas

Cons :
- panas banget kalo siang
- ukuran cup minum kecil
- tissue nya kurang"
5.0,2 tahun lalu,"Tempat yang nyaman dan suasananya menyenangkan untuk sekedar bersantai, atau mengerjakan tugas.
Wifi lancar dan cepat, banyak colokan
Banyak pilihan tempat duduk, mulai dari lesehan, sampai kursi pinggir kolam"
4.0,3 tahun lalu,"Tempat luas banget dan bersih. Mudah ditemukan karena di pinggir jalan Kaliurang.

Tipikal tempatnya terbuka, nyaman dan nggak sumpek. Mungkin agak jadi masalah kalau pas hujan gede. Menunya lumayan banyak, ada cemilan dan kalau pengen makan kenyang juga ada. Penyuka kopi dan non kopi bisa ngumpul jadi satu di sini. Kalau soal rasa SNI, jangan berharap yang macem-macem, haha.

Sekadar buat kongkow2 oke lah. Kalau mau nugas juga lumayan. Internetnya kenceng, buat nonton 2 video hd mampu lah.

Minusnya cuma satu, di pinggir jalan banget, jadi lumayan berisik."
5.0,setahun lalu,"Makanan lumayan
Suasana enak banget
Layanan juga standar
Lingkungan bersih"
3.0,3 tahun lalu,"Nyaman buat nugas krn tempatnya luas ada yg pakai kursi & lesehan, colokan listrik dimana mana, wifi kenceng, disini jg ada musik akustik di jam2 tertentu, jd misal mau nugas yg butuh momen agak tenang bisa dari jam 17.00-19.00, ada musholla, tempat wudhu, toilet, pelayannya ramah, untuk parkir bayar di awal. Nyobain chicken rice bowl black paper & kopi susu, untuk rasa 7/10."
5.0,setahun lalu,"Suasana nyaman, fasilitas lengkap full wifi, ada mushola dan kamar mandi. Pelayanan cepett. Recommended buat yg mo nugas dan nongki. Mantapp."
5.0,10 bulan lalu,"Bento Kopi cabang pertama yg ku kunjungi. Tiap pulang kerja selalu lewat, bahkan malem² keluar lewatin ini tuh selalu rame. Ternyata harganya murah. Suka banget sama roti bakarnya.

Kalo tempat sih bagian AC bs dipake buat WFA atau baca buku. Tapi kalo di luar, enggak. Lebih cocok buat julid atasan yg rese' atau dinner bareng kantor wkwk soalnya pas ke sana, kebetulan di outdoornya ada acara begituan."
4.0,2 tahun lalu,"Tempat ngopinya mahasiswa nih. Iya, karena pengunjungnya banyak mahasiswa nugas. Mungkin karena tempatnya nugas friendly ada meja yang cukup nyaman, colokan banyak. Bisa lesehan atau pake kursi, bisa indoor (maksudnya demi indoor karena cuma atap) atau outdoor. Landscapingnya lumayan menarik dengan permainan kontur dan material, ada kolam di tengah area semacam jadi center area. Nah di seberang kolam ada panggung kecil bisa buat live music. Makanan minuman rasa standar ya. Area parkir cukup memadai untuk sepeda motor maupun mobil. Aksesbilitas lokasi agak susah ya kalau harus nyebrang apalagi di suasana lalu lintas yang padat, karena lokasi berasa di tikungan jalan."
4.0,5 bulan lalu,"Sejauh ini baik
Ayam geprek super pedess"
4.0,2 tahun lalu,Tempat yang luas dipandu dengan kolam ikan ditengahnya! Harga sangat terjangkau sehingga cocok bagi mahasiswa untuk sekedar berbincang. Live musik ada di setiap malam. Sayang tempat terlalu berisik untuk anda yang ingin belajar disana. 🌒🍵
5.0,sebulan lalu,"Rekomen buat yang sekedar nugas/kumpul sama temen, tempatnya luas, makanannya & minumannya standart"
5.0,2 tahun lalu,sebuah tempat yang nyaman buat ngerjain tugas atau cuma sekedar nongkrong sama teman kalian... buat kalian penghuni jakal atas dan sekitarnya bisa banget kalo mau kesini... kopi lumayan enak... tapi klo gak bisa minum kopi bisa lah dicoba menu coklat original tanpa gula...
4.0,3 tahun lalu,"Tempatnya cukup menyenangkan dengan harga yang terjangkau. Meja dan kursi banyak dan nyaman. Terdapat live music.
Lokasi Dari pinggir jalan tidak kelihatan"
5.0,setahun lalu,"Tempat ternyaman untuk nugas, nongki
Hawanya yg dingin sejuk
Kalo ngantuk tinggal rebahan di meja lesehan
Yg jadi favorite disini coffee milk nya 👍👍"
1.0,setahun lalu,Jadi ceritanya saya ma temen di sini mencoba bento yang kemarin di renov. Niatnya mau cari suasana dan ngobrol santai. Eh ternyata sangat berisik terlebih yang saya tempati ternyata bekas kolam dan bau peceren. Coba di cek kembali yang kursi ditengah persis sebelah kanan pot bunga.
3.0,6 tahun lalu,"Tempat nyaman, bersih, romantis ada kolamnya. Tetapi pelayanan kurang maksimal. Pesanan datang sangat lama, positif thinking karena yang pesan banyak. Tapi itu sangat mengecewakan untuk pelanggan. Lebih baik nambah karyawan jika pelanggan kira-kira banyak. Khusus weekend ataupun hari libur. Parkir luas"
1.0,setahun lalu,"Maaf makanannya tdk layak, telurnya mau busuk, nasinya belum matang/ngletis,
Semoga di perbaiki mengingat nama Bento ckup terkenal dan suasana sdh mendukung"
5.0,setahun lalu,"Suasananya enak buat nongki2, ada kolam ikan juga, semi outdoor... kopinya ĵùga murah2 kalau mau makan ada banyak pilihannya...."
5.0,2 tahun lalu,"Lokasi di bawah jalan, dekat sungai. Cukup luas. Teh jahe dan tahu kotaknya enak dan harga terjangkau👍"
5.0,2 tahun lalu,"Tempat Cafe yang cocok untuk hangout, mengerjakan tugas dan kumpul bareng temen. Suasana nya santai dan enak, waktu paling enak disini saat malam hari. Ada live acoustic juga."
