rating,date,snippet
5.0,setahun lalu,"Tempatnya luas dan bersih, parkirannya juga luas di belakang, cuman agak gengges kalau ada motor mondar mandir. Makanannya enak semua, harganya affordable. Pelayanannya juga lumayan okay."
5.0,11 bulan lalu,Tempat yang nyaman buat nugas atau sekedar nongkrong dengan menu yang murah meriah dan enak pastinya.
5.0,2 tahun lalu,"Tempat kobesaah Kopi 2 cocok untuk anak-anak nongkrong ngerjain tugas kuliah atau tugas sekolah sambil ngambil-ngambil di gedang goreng pisang goreng kopi mendoan sosis chicken jamur yang ronde jahe lengkap deh menu cemilannya juga lengkap harganya cukup terjangkau sekitar rp10.000-an sampai rp20.000-an ada mushola juga untuk ibadah ada juga cuci tangan sebelum disembelih mau salat ada yang versi duduk-duduk ada yang versi deket taman dan juga bisa duduk di tempat lesehan sambil senderannya ditahan rebahan.
Di tengah-tengah di tengah-tengah antara dua tempat itu ada panggung bagi yang ingin performat nyanyi dan juga tempatnya cocok untuk yang ingin nongkrong di tengah-tengah pohon ya Ada beberapa pohon ada beberapa kursi yang menyediakan di tengah-tengah lokasi namun Kalau hujan ya harus minggir geser gitu kan.
Tempatnya cocok sih kalau untuk sore menjelang malam karena nanti lampunya terang jelas Cemerlang kalau pagi-pagi itu cenderung sepi mulai rame ketika jam makan siang sore hari sampai malam hari tempatnya seru Asik tidak bayar ke parkir jadi parkirnya gratis biasanya kan tempatnya itu bayar ini tempatnya gratis mobil di depan untuk parkir motor ngelewatin beberapa rombel dan di bagian belakang dekat sawah kebun kebun di situ parkirnya juga ada beberapa tukang parkir yang bagus yang tangkap dan dapat tempat nongkrong."
4.0,3 bulan lalu,"tempat nyaman,harga murah2 dan makanan minuman enak. terdapat mushola dan toilet yg bersih
cuma sedikit disayangkan petugas parkir nya,karena yg area parkir motor pengunjung harus mengeluarkan sendiri motornya,kadang sedikit kesulitan karena motor ditata berdempetan dan  tidak ada petugas parkir yang membantu. petugas parkir hanya duduk2 di area depan 🙏🏻"
5.0,setahun lalu,"Parkir mobil lega. Parkir motor luas.
Ada mushola. Makanan dan minuman enak. Sesuai harganya.
Ada colokan hampir di tiap meja. Bisa untuk tugas ato kerja.
Selamat menikmati"
5.0,5 bulan lalu,Tempat nongkrong utk anak muda. Datang kesini krn menyelesaikan tugas anak2. Membuat tiruan rumah. Konsep cafe pesan langsung bayar duduk lalu diantar pesanannya. Krn konsep cafe mmg utk nobgkrong jadi byk colokan dimana2. Parkiran jg luas. Menu makanan lmyn enak
5.0,setahun lalu,"Tempat nya luass, ada mushola toilet. Parkiran juga luas dibelakang. Makanan komplit enak. Rasa sesuai harganya. Enak bet buat nongki sama temenn. Kemarin kesini pas puasa. Kirain bakal rame, ternyata sepii enakk. Jadi gaperlu reservasi."
4.0,2 tahun lalu,"Review :
Tempat :
Parkir mobil didepan lumayan luas, parkir motor dibelakang jg luas.
Tempatnya lumayan bersih. Habis cust. Pergi langsung dibersihkan.
Tiap meja disediakan colokan listrik. Jadi nyaman kalo mau ngobrol batrai abis/mau ngerjain tugas tinggal di colokin.

Makanan & minuman :
Ada aneka makanan berat juga, snack. Kemarin pesen mie goreng, pisang goreng coklatnya enak 8/10, mendoannya 7,5/10
Minumannya ada kopi, non kopi, milkshake dll kopi susu arennya enak 8,5/10. Es tehnya juga enak teh banget..8/10.

Pelayanan juga sangat baik

Price :
Starting 4rb up
Dengan harga segitu dan porsi serta menyajikan yang baik termasuk murah

Note :
Mgkn kamar mandinya agak diperluas atau ditambah diarea blakang agar jalan masuknya tidak sempit. Buat yg badannya agak besar mgkn agak sulit masuk.
Dan slalu dicek/dijaga kebersihannya agar cust.pun nyaman

But overall smua oke dan baik
Worth it buat kesini lagi

Sehat dan sukses selalu"
4.0,2 tahun lalu,"Tempat nongkrong anak muda yg lumayan oke karena tempat yg luas bisa pilih duduk atau lesehan juga ada Wifi dan live musiknya untuk rasa bisa ditingkatkan lagi, untuk wedang jahenya enak"
5.0,9 bulan lalu,"Tempat ngopi ramah kantong dan juga cocok dilidah...
Recommended soto dagingnya

Free wifi, free parkir juga..kalau malam ada live musiknya"
4.0,2 tahun lalu,"Rekomendasi tempat untuk nongkrong atau mengerjakan tugas, ambience nyaman, area lokasi cukup luas, terdapat area makan semi outdoor dan outdoor--ada juga area lesehan atau menggunakan kursi, tersedia colokan listrik dan wifi

Menu--dari variasi minuman, snack hingga makanan berat--beragam dengan harga relatif ramah dikantung, rasa cukup standar, untuk area parkir ada di sisi depan dan belakang dan memadai"
5.0,2 tahun lalu,"Jadi tempat favorit kalau pagi pengen nongky bareng temen atau ngerjain tugas. Makanannya enak enak, harga nya murah, temparnya nyaman.
Fasilitas juga lengkap wifi, colokan, toilet bersih, Musholla semua ada. Cus banget kesini."
5.0,8 bulan lalu,"Kalian kalau kesini harus cobain es kopi susu, enakk banget pliss, suasananya pas sore juga adem dan nyaman, cocok banget kalau mau buat nongkrong sama temen, pacar, keluarga, dll"
5.0,2 tahun lalu,"Kobessah 2 menjadi alternatif tempat nongkrong atau menyelesaikan pekerjaan. Tempatnya luas ada area outdoor serta semi outdoor. Di sini disediakan sangat banyak meja dan kursi jadi tak perlu khawatir tidak kebagian tempat.
••
Biasanya rekan-rekan menghabiskan waktu 2-4 jam di sini. Wifi super duper kencang dan disediakan colokan listrik pada hampir setiap meja semi outdoor
Cocok untuk kumpul rame bersama teman-teman maupun keluarga
#ayoookitaulas"
5.0,2 tahun lalu,"Tempat nongkrong bareng teman ataupun sendiri yg nyaman, dan ramah dikantong. Fasilitas bagus, makanan murah dan enak. Pisang gorengnya enak 👍"
4.0,9 bulan lalu,"Beda dari coffe shop yg lain , untuk saya yg jarang nongkrong bisa saya katakan tempat ini unik. Parkir spd motor dibelakang. Untuk meja outdor tengah cenderung sepi dan yg saya sayangkan mepet dg toilet. Untuk pelayanan oke sih.
Terus buka sampai 00.30 untuk last order mungkin 23.30"
4.0,setahun lalu,"Overall saya kasih nilai 8/10
Suasanya enak
Harganya standar cafe
Makanannya lumayan enak
Pelayanan baik"
5.0,3 tahun lalu,"Sekarang semakin bagus, meja dan kursi di tempat sudah di perluas, gak khawatir kalau ramai gak kebagian tempat.

Tempat kopi satu ini temanya sangat merakyat, dari tema yang tradisional dan harga yang sangat ramah kantong. Untuk rasa masakan dan minuman cocok, tidak mengecewakan. Jadi jangan heran tempat ini tidak pernah sepi pengunjung.

Lokasi terbilang strategis, tempatnya pun cukup luas untuk menampung pengunjung dan kendaraan roda 2 dan 4. Pelayanannya ramah, masnya bisa diajak becanda, penyajian cukup cepat juga.

Overall mantap, sukses terus, keep up the good work👌🏻"
4.0,7 bulan lalu,"Yang disayangkan parkir bayar, padahal dulu gratis parkir.
Kobessah condong catur yang parkirnya masih gratis"
1.0,2 bulan lalu,makanan sama suasana malam hari sih pas tapi  pelayanan mbak kasir nya gak ramah samsek👍🏻 tolong ditingkatkan lagi
5.0,3 tahun lalu,Tempatnya sangat oke ! Harga bersahabat sekali. Terdapat wifi dan colokan yaah. Oiya disini tiap hari sabtu dan minggu ada live music. Suaranyaa baguuuus banget. Pelayanan ramah dan terdapat tempat parkir. Free parking yah. Good job
5.0,2 bulan lalu,Harga murmer utk kalangan pelajar dan mahasiswa..kopinya direkomendasikan..camilan gorengan fresh..suasana asyik buat ngobrol
5.0,setahun lalu,Tempatnya enak dan nyaman. Cocok buat workingspace. Harga makaanan dan minuman sangat terjangkau.
5.0,2 tahun lalu,"Tempatnya nyaman bgt, luass juga, pelayanan ramahh, makanan & minuman pun enak banyak pilihannya, pastinya dgn harga yg terjangkau jugaa
Cocokk bgt buat yg sambil laptopan, colokannya banyakk
Parkiran juga luas buat mobil & motor
Good lah mantappp 👌👍👍"
5.0,2 tahun lalu,Tempat luas sejuk lumayan nyaman. Makanan dan minuman harga terjangkau. Tersedia wifi yg cukup stabil. Toilet dan mushola bersih. Parkir mobil motor mudah. Pembayaran bisa tunai dan non tunai (qris).
5.0,2 tahun lalu,"Tempat ngopi yang sangat ramah kantong dengan suasana yang nyaman dan makanannya pun tidak mengecewakan. Harga es teh masih 5k aja, pisang goreng keju ga sampe 15k. Kalian wajib bgt kesini!!!! Tak lupa pelayanan rimih sikili!"
4.0,2 tahun lalu,"Tempatnya luas. Rapi dan Bersih. Walopun ramai berasa enggak yang sumpek..
Pelayanan ramah.. Makanan standar enggak murah enggak mahal juga..
Aku pesan jamur rasa kurang untuk pecelnya lumayan enak..
Mau kesini lagi nextime.."
5.0,2 tahun lalu,"PARKIR GRATIS!!
Tempat yang cocok di kantong buat nongkrong atau sekedar COD. Banyak mahasiswa (anak muda termasuk saya) yang berprinsip ngopi murah tak tergiur label mevvah hahaha... Dan satu lagi prinsip anak muda, mau keluar 10rb buat segelas kopi, tapi eman2 2ribu buat bayar parkir. Disini ada yg jaga parkir, tapi gratis. Welldug."
4.0,2 tahun lalu,"Tempat nongkrong yg nyaman banget. Space cukup luas. Kursinya lebar. Harga jg ramah di kantong banget. Buat pacaran atau rame2 jg asik. Sendirian garap tugas jg oke. Colokan listrik banyak per duduk ada. Wifi jg ada.

Utk rasa makanan standar. Makan mi dok2 dan mi tek2 rasanya cenderung asin. Mungkin tastenya condong ke asin pa yah?
Tp kecewa sama pisang gorengnya, masa pisangnya jenis yg ada bijinya sihh jadi makannya dan ngunyahnya jadi gak nyaman. Saran kalo bikin pisang pakai pisang jenis yg tanpa biji yahh.

Area parkir jg luas.mobil motor aman."
4.0,3 tahun lalu,"murah dan nyaman untuk nongkrong. kalau untuk nugas kurang kondusif karena rame, kecuali datengnya siangan yg blm terlalu rame. ada lesehannya juga, bisa slonjoran. kalo malem jauhi area parkiran mobil, karena banyak nyamuknya."
4.0,3 tahun lalu,"Tempat nyaman,cocok buat nongkrong..
Close sampe jam 12 malam..
Makanan biasa aja,,rawon biasa tapi sambalnya mantap
Gorengannya juga khususunya mendoan..
Murah dan dapat banyak..
Tempat luas parkir motor di belakang..
Pelayanan cepat dan ramah..
Buat temen² yg mau cari tempat nongkrong bisa kesini..
Tapi saran jangan bawa anak kecil,krna banyak asap rokok..
Khawatir akan mengganggu pernafasan si kecil.."
3.0,setahun lalu,"Lokasi gak sulit di cari

Harga murah2 dan WiFi kenceng, yang perlu di tingkatkan lagi adalah kesopanan dan etika waiter/waitress saat mengantar pesanan dan mengambil gelas kosong.

Minimal senyum."
5.0,2 tahun lalu,"Tempatnya luas dan tersedia banyak kursi, baik untuk sekadar nongkrong maupun kerja. Di setiap bangku juga tersedia terminal listrik, dengan jaringan sinyal internet yang juga baik. Sajian makanan dan minumannya juga enak dengan harga terjangkau. Paling favorit adalah es taro dan red velvet (karena saya bukan peminum kopi) dan nasi telur pecel. Parkiran juga tersedia luas. Letaknya cukup tenang karena berada di depan area persawahan."
5.0,3 tahun lalu,"Cari lokasi buat meeting santai dan harga terjangkau dengan dompet mahasiswa rasa pun nggak kalah sama yang lainnya mungkin disini pilihan paling mantap, banyak pilihan tempat mulai dari yang santai dengan kursi dan senderan ada juga lesehan, bahkan untuk yang lebih antai juga ada posisi dibawah lampu dan pemandangan sawah. Jadi banyak pilihan untuk pengunjung datang dan bersantai."
5.0,4 tahun lalu,"Salah satu tempat ngopi rekomended di Jogja. Harga murah meriah, menu beragam dan lokasi menenangkan. Cocok untuk mengerjakan tugas dan ngobrol santai."
5.0,2 bulan lalu,"parkiran luas
makanan enak
servis bagus dan delivery makanan cepet
ada iringan musik
udara bagus dan dingin"
5.0,9 bulan lalu,Magelangan enak pisang enak suasana nyaman buat keluarga aman parkiran bagus  mantab👍
5.0,setahun lalu,"Tempat makan yang menurut saya cukup murah tapi gak murahan, makanannya juga enak dan minumannya juga variatif.
Ada berbagai macam minuman aneka kopi robusta, aneka kopi susu, aneka non kopi juga ada, aneka squash, aneka jus, berbagai macam wedangan, aneka milkshake, aneka olahan coklat, teh  jeruk.
Untuk makanan ada aneka olahan sambel seperti nasi ayam, nasi lele, nasi ampela, nasi nugget, nasi jamur, nasi telur, nasi tahu tempe, aneka pecel dengan lauk sama seperti olahan sambel tadi, aneka olahan mie, nasi goreng dan lain-lain.
Ada aneka snack juga, kentang goreng, jamur crispy, otak-otak, singkong goreng, pisang goreng, roti bakar, tahu crispy, dan lain-lain."
1.0,3 tahun lalu,"Pertama dan terakhir datang kesini. Suasana sangat sangat sangat sangat sangat sangat ramai dan berisik. Rasa kopi dan makanannya sangat biasa (mendingan jajan ke warmindo). Untuk harga rata"" lah, gak murah"" amat, satu hal yg + bagi saya adalah pegawainya bertanggung jawab dan ramah. Selain itu nothing. Kepala saya pusing pulang dari sini karena bising dan asap rokoknya dimana"". Bintang 1 untuk warungnya dan bintang 4 untuk pegawainya.
Layoutnya tanpa space, jadi antara meja satu dan yg lainnya itu deket banget, intinya kurang nyaman lah bagi saya."
5.0,2 tahun lalu,"Makanannya enak, pelayanan tergantunh individu masing2, ada yg totalitas dan ngga, untuk mbak mbak yang jaga pada 21 Juni 2022 sore hari yang pakai krudung itu totalitas banget, sangat ramah"
5.0,10 bulan lalu,"Pertama kali ke kobessah ga ekspek klo semurah dan seenak ituu, pegawainya ramahh, suasananya enakeun buat nugas, makanannya enak enak semuaa, best banget deh kobessah bakal balik lagii☝🏻😋🥰💗"
4.0,3 tahun lalu,tempatnya luas dan bersih. banyak fasilitas colokan sehingga enak buat nugas mahasiswa atau sekedar browsing internet. tersedia internet berbayar. pilihan menu banyak dengan harga terjangkau.
5.0,setahun lalu,"tempatnya enak buat santai, buat belajar, buat ngerjain tugas, buat ngumpul ngumpul jg enak.
menu makanannya bervariatif..
harga jg tergolong murah.... jadi pas bgt dikantong 🤭. tiap hari rame... malam minggu lebih rame dan ada life music nya.
karna disana pas lagi belajar sama adek... jd nggak sempat foto kami.
🤭 nnt lah ya aku foto pas ke sana lagi 😅"
5.0,3 tahun lalu,"Tempatnya nyaman, harga terjangkau. Banyak colokan. Meja dan kursi nyaman.  Kmrn datang pas malam minggu, ada live music. Owner ramah dan helpfull"
5.0,2 tahun lalu,"Menu biasa subjektif, cukup murah, kedai luas dan memadai, fasilitas oke, mushola cukup bersih, toilet bersih, wifi cukup stabil, parkir motor di belakang, mobil depan."
4.0,setahun lalu,"Kopi enak, tempat enak dan nyaman. Kalau pagi menjelang siang relatif sepi.
Tapi pas mau pesan menu, dapet pegawai yg kurang dalam 3S (senyum, salam, sapa)"
5.0,setahun lalu,"Tempatnya luas dan nyaman.
Parkirannya cukup luas ada di belakang
Terdapat musholla dan toilet tersendiri
Pelayananannya sangat baik
Makanan, dan minumannya enak dengan harga yang terjangkau"
5.0,3 tahun lalu,"tempat lumayan luas dan bersih, lokasinya deket Jl. kaliurang, mudah dijangkau, harga affordable, pelayanan baik, enak, ada banyak stopkontak, ada yang"
4.0,4 bulan lalu,"Lokasinya nyaman, cocok buat makasiswa dan pegawai kantoran yang pengen ngerjain tugas atau yang lagi ngerjain kerjaan"
5.0,8 bulan lalu,"Tempat nongkrong yang murah, tempatnya nyaman,pelayan cepat, dan buat nugas juga enak"
5.0,2 tahun lalu,"Untuk makanan, rasanya hampir mirip di semua cabang Kobessah. Singkong goreng ori dan es kopi gula arennya enak banget, ga ada bedanya dgn cabang yg ada di dekat UAD dan Anggajaya. Harga juga rata² sama. Untuk tempat parkir motor lebih aman, krn letaknya ada di belakang dan ada yg jaga, tempatnya tenang tdk terlalu berisik^^"
5.0,2 tahun lalu,Tempat luas. Banyak bangku. Colokan banyak. Wifi standar. Parkiran luas. Harga terjangkau
5.0,setahun lalu,Bagus tempatnya. Cepet pelayanannya. Toiletnya bersih. Tempat cuci tangan ada sabunnya. Harga jg ekonomis.
4.0,setahun lalu,"Udah beberapa kali seh nyobain nongki dsini,,tempatnya luas,dsn nyaman bwt ngobrol,rapat rapat kecil,,
Makanannya pun juga beragam yaa gaes,,ada camilan,pisang goreng,mendoan,nasi goreng,dll harganya juga terjangkau beut,"
4.0,3 tahun lalu,"tempatnya luas sih, parkir juga, harga sama rasa standar"
5.0,2 tahun lalu,"Tersedia banyak kursi saat weekday
Harga menu cukup terjangkau"
5.0,2 tahun lalu,"Tempatnya asyikk, mudah ditemukan. Staff cukup ramah, makanan enak!
Untuk kopi arennya kppinya kurang nampol, kek kebanyakan air. Tp worth to buy ga nyampe 15rb
Pecel ayamnya enakkkk,

Wifi cukup kenceng, kalo diaini mayoritas kayanya sudah kelas pekerja ya pengunjungnya, 4,5/5
Ada kamar mandi, musholla, parkir gratis alwaysss"
4.0,2 tahun lalu,"Enak buat ngobrol. Bagi yang gak bisa kena asap rokok tidak disarankan untuk berlama-lama disini.

Banyak cemilan dan makanan beratnya enak, sopnya enak kayak sop jawatimuran hehe."
5.0,5 bulan lalu,"Tempat nongkrong favorit. Menu andalan kalau kesini es teh hijau, rawon, & pisang goreng :3"
5.0,4 bulan lalu,"Harganya murah"" rasa gak murahan, cocok banget bagi anak kuliah"
5.0,setahun lalu,Tempanya enak cocok untuk nugas dan nongkrong bareng teman teman
5.0,3 tahun lalu,Tempatnya enak buat sekedar ngopi atau ngerjain tugas.. suka banget sama cemilannya 😄
5.0,8 bulan lalu,"untuk minumannya kopasus nomor satu pokoknya, es kopi susu juga enak. untuk makanan beratnya hampir semua enak, apalagi katsu black paper dan magelangan nya. mantap kali. rekomended"
4.0,3 tahun lalu,"Tempat sejuk dan bagus, ada banyak pilihan tempat duduk. Suasana tidak berisik, cocok untuk mengerjakan tugas. Harga makanan&minuman terjangkau, pas dikantong mahasiswa. Tapi tidak buka 24 jam."
5.0,3 tahun lalu,"Tempat bagus,nyaman,parkir nyaman
Sarana yg lain spt toilet jg nyaman,bersih
Harga terjangkau dan ada live musik nya"
5.0,11 bulan lalu,"Hari Jumat kebetulan ada live music yg mulai dr jam 7 malam. Lagunya chill2 semua

Untuk atmosphere ndak serame kobessah deket kampus lain, jd lebih enak. Sempet lihat ada keluarga juga

Parkir aman, depan mobil belakang motor

Ada musholla, cuma wudhu cowok cewek jd satu

Colokan hampir di setiap meja

Kecepatan antar lumayan cepat, harga sama.

Kata paksu teh nya lebih enak yang disini

Internetnya sih yang naik turun pas kesana, br nda stabil mungkin yah

Pisang goreng keju enak manis, kejunya taburan doang tp udah enak lah

Kroket coklat ada tp bukan selera saya sih"
5.0,9 bulan lalu,"Tempat nya nyaman dan cozy, ada tempat buat lesehan juga, makanannya juga enak dan harganya juga terjangkau buat kantong pelajar, cocok buat tempat nongkrong atau bincang bincang sama temen atau keluarga, cocok juga buat tempat ngerjain tugas soalnya ada wifi juga, lancar, mantep pokoknya 👍👍"
5.0,4 tahun lalu,"Rekomended buat nugas. Tempatnya adem gituu, masih hening, jauh dari hiruk pikuk keramaian. Sukaakk pisang gorengnyaa hahaa"
5.0,4 bulan lalu,Tempat yg bikin pewe dan tenang
5.0,setahun lalu,"Tempat nyaman ,enak untuk ngobrol santai atau kumpul sama temen. Di setiao tempat duduk terdapat colokan listrik dan juga wi-fi kencang badai. Makanan dari segi harga cukup ramah di kantong dengan rasa masakan dan minuman yang baik. Saya sarankan datang saat sore hari jika anda berpuasa 🙏. Akses parkir mobil ada di depan ,dan akses parkir motor di belakang."
5.0,9 bulan lalu,"tempatnya mudah dicari, parkir motor dan mobil ada, penyajian pesanan cepat, dan enak. pasti balik kesini lagi. masukan ada tempat ramah anak (no smoking). sukses"
5.0,setahun lalu,"Tempat strategis,nyaman buat acara apapun"
4.0,setahun lalu,"Tempatnya bersih, nyaman, ada kipas di tempat lesehan nya. Hanya saja parkir motor panas."
5.0,4 bulan lalu,"Tempatnya syahdu,kopinya enak"
5.0,9 bulan lalu,"Parkir motor masuk ke dalam, parkir mobil terbatas. Cari tempat duduk dulu, baru pesan makan minum langsung bayar dan ambil nomor meja."
5.0,setahun lalu,"Tempat nyaman. Wifi kencang.
Tidak terlalu ramai"
5.0,setahun lalu,"paket komplit.. tempat sholat luas n bersih...kamar mandi bersih... untuk ngerjain tugas kuliah n pekerjaan, pilihan tempatnya beragam, duduk atau lesehan sipp... mau syahdu atau meriah...ada.
menu makajan beragam n terjangkau kantong... wifi...wusss.
noted:
penerangan mohon ditambah supaya lbh nyaman untuk.mengerjakan tugas kuliah / pekerjaan / buka laptop.
makasih kobessah 🙏🙏👍"
5.0,3 tahun lalu,"Kotangsunya mantap si, gak bakal nyesel si, rasanya sesuai bayangan,"
5.0,setahun lalu,"Tempat yang asik untuk ngopi, pertemuan, dll nya.

Kopinya mantab, karna bukan kopi sachetan 👍👍👍👍"
5.0,2 tahun lalu,"Kopi hitamnya lain, sangat enak. Bagi pecinta kopi pasti tau...
Harganya sesuai
Tempat luas
Parkir tentunya gratis
Sukses selalu kobessahkopi2"
5.0,11 bulan lalu,Fav. kalo ke kobe yaa “sotoo nya” 😅
5.0,setahun lalu,"Tempatnya luas, bersih, nyaman. Dengan Aneka macam pilihan makanan, cemilan dan minuman yang lumayan lengkap dengan harga  yang termasuk murah. Untuk citarasa makanan enak yang menurut saya pas dengan lidah dan minuman yang komposisinya pas dengan layanan yang ramah. Tempat ini termasuk tempat yang nyaman untuk mengerjakan tugas... kumpul kumpul dengan teman atau relasi dan termasuk tempatnya adem, teduh. Monggo mampir Mencoba Hidangan dan minuman yang tersedia"
5.0,setahun lalu,"Tempat nongky langganan aku, tiap jenuh dirumah ngajak suami kesini.
Tempatnya enak, luas juga.
Mas mas waitersnya semua ramah.
Minuman favoritku es kopi gula aren, enak banget dsini.
Kalo snack selalu beli kentang goreng sama pisang keju, asli worth it bgt."
4.0,6 bulan lalu,"dah lama ga kesini ternyata sekarang ada parkirnya, kalo bisa parkirnya gratis aja kayak dulu lagi🙏"
3.0,7 bulan lalu,Layanan parkir gratis sudah habis.
5.0,3 tahun lalu,"udah 2 kali kesini, tempatnya nyaman buat lama lama, ngga bising, makanan dan minumannya enak enak semua 🥺"
5.0,setahun lalu,"Nyaman buat kumpul dan ngobrol sambil menikmati makanan dan minumannya. Kemarin pesan pecel pake ampela ati, enak dan mengobati kangen semasa kuliah. Suka jajan pecel kasih potongan ayam atau ati ampela."
5.0,3 tahun lalu,"Enak,murah, tempat asik.pelayanan ramah dan cepat.... Recommended"
1.0,8 bulan lalu,"Sya dan teman2 langganan makan dan ngerjain kerjaan disini, tdinya parkir mtor gk bayar, tpi skr parkir mtor bayar jdii skip dlu lah, pengen kobesah sperti awalnya kmbali parkir mtor free"
5.0,setahun lalu,"Harga murahhh, menu beragam, rasa worth it lah, tersedia musholla, parkir besar dan gratis, lingkungan cukup bersih dan rapih. Menu favorit disini : Kopi susu tanggung, dan nasi pecel telur. Habisnya pas 20rb, hahaa"
5.0,2 tahun lalu,"Kalau malam minggu sering ada live musiknya, bisa request atau ikut nyumbang lagu"
5.0,setahun lalu,"Pagi ini bersama keluarga memesan es kopi susu, minuman, dan beberapa menu pendamping. Sudah tericip sedikit tapi belum terminum. Lalu salah seorang staff mendatangi kami menanyakan kalau kami pesan es kopi susu, sambil berkali kali minta maaf ternyata menyampaikan kalo susu UHT campuran kopinya sudah tidak bagus, dan menukar pesanan tadi dengan segelas minuman baru.

Saya sendiri tidak merasa ada yang aneh dengan rasa kopinya karena rasanya tertutup manis susu kental, tapi tindakan staff tadi sungguh membuat kami terkesan. Harga menu murah, fasilitas oke, gratis parkir dan wifi, servis keren.

Apalagi yang mau dicari dari sebuah warung kopi?"
5.0,2 tahun lalu,"Tempat luas bersih, ada mushola, wifi kencang, cocok buat nongkrong/ nugas"
5.0,setahun lalu,"Lokasi strategis, suasana enak, parkiran luas, toilet bersih, musholla luas dan bersih. Cocok untuk nugas atau nongkrong santai, makanan & minuman ekonomis serta rasa yg nikmat."
5.0,3 tahun lalu,"Tempat nyaman, harga makanan dan minumannya terjangkau 😍"
