rating,date,snippet
4.0,2 minggu lalu,"Cocok untuk kaum mendang mending, tp pengen ke cafe sekedar untuk makan, nongki, atau ngerjain.. menu2 nya ramah di kantong hehe"
5.0,8 bulan lalu,"Suasananya enak, indoor/outdoor ada semua. Parkiran luas.
Harga ramah di kantong mhs.."
5.0,setahun lalu,"Tempat yang enak buat nongki, indoor dan outdoor tersedia. Rasa makanan nothing special but totally fine, pelayan cepat dan tersedia wifi buat yang mau sekalian nugas disini.
Parkiran luas, nice."
4.0,setahun lalu,"Tempatnya luas, ada live musik di setiap Weekend,  lesehan maupun kursi disediakan..wifi kadang susah login mungkin karna banyak yg akses  harga menu standar .."
5.0,setahun lalu,Tempatnya luas..rame acara buka bersama. Harga pelajar sehingga banyak pelajar dan mahasiswa yang memilih tempat ini. Untuk keluarga atau rombongan bisa karena ada beberapa tempat yang bisa digunakan untuk acara keluarga atau rombongan. Suasananya nyaman
5.0,9 bulan lalu,"Makanan sesuai dengan kesukaan anak muda kekinian, pilihan menu bervariasi,  suasana cozy nyaman untuk nongkrong bersama teman, tempat santai untuk kolaborasi dengan tim, kerja kelompok, bersantai, pencahayaan cukup dan indah sesuai dengan suasana cafe industrial yang unik, tersesia tempat duduk yang banyak di dalam area, tersedia juga lesehan. Pelayanan pengantaran pesanan makanan cukup cepat alias tidak menunggu lama."
4.0,setahun lalu,"Tempatnya luas ada outdoor & indoor, area parkir luas.
Untuk yang membawa anak kecil, aman² saja.
Suasana lebih bagus di kala malam hari.
Untuk tempat berkumpul lebih dari 30 orang sangat memadai."
5.0,8 bulan lalu,"The best tempat nongkrong,
Rasa masuk semua
View oke, ga gerah juga meskipun ditempat yang terbuka
Fasilitas komplit, udh sempet nengokin toilet n nebeng shalat juga.

Parkir luass poll, kami pasti balik lagi"
5.0,4 bulan lalu,"sebenernya nyaman tempatnya buat nongkrong atau ngerjain tugas, harganya juga murah murah sesuai kantong mahasiswa tapi tolong walaupun harga yg dikasih murah murah rasa makanan dan minumannya yg konsisten dong😭🙏 sorry banget beda hari kadang udah beda rasa makanan minumannya"
5.0,sebulan lalu,"makanan nya enak ,murah ,terjangkau  apa lagi pelayanan nya sangat sangat bagus dan cepattt ,kasir juga ramah ,sukses terus untuk kobessahkopi 🙌"
4.0,2 tahun lalu,"Secara keseluruhan bagus. View bagus, pemilihan desain interior juga bagus. Pemandangan kerasa sejuk karena deket sama sawah, konsep yang dibawa juga keren si. Disini ada banyak space yang bisa disesuaikan dengan kebutuhan dan instagramable pol. Ada ruang AC buat yang pengen nugas dalam keheningan, ada outdoor buat nongki rame², dan ada juga lesehan bagi yang pengen glesoran.

Lokasi agak masuk jalan kecil, tapi masih bisa dijangkau pake mobil maupun motor. Parkiran juga legaaa, luas, dan bapak penjaganya juga ramah. Tarif parkir standar sih, 2.000 untuk motor. Untuk mobil kurang tau 🤤

Menu yang disediakan ngga terlalu banyak, tapi soal rasa bisa dibilang enak. Harga juga ngga terlalu mahal, pas buat kantong mahasiswa yang pengen nugas atau nongki di kafe.

Fasilitas lumayan komplit, ada banyak colokan sana sini, wifi, mushala, toilet aman. Untuk tempat duduk bagian yang atapnya baja ringan, kalo pas udah siang, kerasa sih panasnya. Gerah gitu. Kipas sebenernya ada, cuma keknya perlu ditambah lagi buat yang bagian sisi lainnya. Lihat sekitar juga kerasa panasnya karena mayoritas emang terbuka gitu tempatnya. Kalo malem keknya cakep si, apalagi kalo ditemenin yang tersayang 🤤"
5.0,11 bulan lalu,"Tempatnya cozy banget cocok buat nongkrong, ngerjain tugas, ataupun ngumpul keluarga. Tempatnya ada yang duduk ada yang lesehan. Banyak colokan, nambah colokan bisa ke kasir.
Harga juga standar masih terjangkau untuk anak kuliahan. Menunya macem2 ada camilan ada makan besar.
Lokasi parkir luas banget, petugas parkir juga ramah.
Lokasi dekat kampus UAD dan rumah sakit wirosaban"
3.0,sebulan lalu,"Tolong dong management nya diperbaiki lagi, momen bukber gini emang rame tapi mosok udah reservasi dan DP bisa bisanya nama tidak terdaftar di list reservasi. Kalo sekiranya tanggal itu full, minimal konfirmasi enggak iya iya aja, udah sampe sana gak dapet tempat duduk. Hadeeh"
5.0,setahun lalu,"Tempatnya cocok banget untuk nongkrong, luas ada indoor & outdoor tentunya menu disini juga variatif, recommended."
5.0,setahun lalu,Makanannya enak dan harga terjangkau. Tempatnya luas enak buat nugas. Ada live music juga.
5.0,9 bulan lalu,"Nongkrong di kobessah dimanapun selalu asik. Kalo di kobessah uad ini menampilkan hal yg fresh dan beda dr kobesah Sleman (nglaban dan Gejayan).

Dateng malem, tempatnya luas bgt semua bangku tersedia indoor outdoor AC taman bangku lesehan smua ada.

Parkirnya luas bgt.

Asik bgt suasananya. Makanannya sama sih rasanya dr smua kobesah.

Cocok utk Fam time, kumpul tmn dan ngerjain tugas/kerja."
5.0,2 tahun lalu,"Cocok buat nongkrong sii. Banyak variant menunya, menurutku kopi susu kobessah terbaik si. Sama kopi tubruk nya juaraaa.

Ada musholah dn kamar mandi. Untuk lokasinya luas banget, bynk tmpt duduknya. Ada live musiknya juga, asik deh tempatnya."
5.0,setahun lalu,"Tempat asyik buat nongkrong, nugas dan ngabisi waktu
Parkir luas, ada toilet dan mushola juga
Ada ruang terbuka juga ruang AC
Harga terjangkau sekali"
5.0,8 bulan lalu,"kalo jam segini masih agak sepi jadi enak, di bagian sini juga ga terlalu panas, soalnya anginnya kenceng. WiFi juga lancar. minumannya es kopi kobe enakkk worth it, apa lagi gelasnya besar. coklat almod jugaumayan oke. jadi sesuai bangettt sama harganya. parkir 2k, lokasi luasss. recommended
#aniYk00"
4.0,8 bulan lalu,"ada indoor dan outdoor
tempat parkir luas, bisa untuk motor ataupun mobil
harga makanan dari dua tahun yang lalu belum berubah

untuk yang lesehan ada dua tipe
pertama indoor (ada AC) dan outdoor (tanpa AC)"
5.0,setahun lalu,"Sejuk banget nongkrong di pinggiran sawah, di hempas angin sepoi-sepoi wkwkwkwk .. milk teanya muanis sama bola udang instan enak .. harga yang di tawarkan terjangkau menu banyak tempat asyik asri hijau .. plus dapat promo follow 20% bakal nongki di sini lagi"
2.0,sebulan lalu,"layanan bagus, karyawan ramah... sayang gatau karena ga hoki porsi yang didapat tidak sesuai harga...untuk rasa mungkin bisa ditingkatkan"
5.0,setahun lalu,"Makanannya enak, suasanya enak, minuman enak, pelayanan juga oke.. Harganya cukup worth it dikantong mahasiswa. Ada WIFI nya dan kadang ada Live Musicnya juga. Parkirnya luas banget, bisa bayar pake QRIS juga. Ada Mushola juga. Mantab"
5.0,2 tahun lalu,"Menu
Menu yang disediakan di Kobessah UAD sangatlah banyak. Mulai dari makanan berat, hingga snack. Minuman pun banyak macamnya. Kalau pertama kali ke kobessah pasti bingung mau pesan apa saking banyaknya menu yang disediakan. Hidangannya pun enak.

Pelayanan
Pelayanan di Kobessah UAD ini sangat baik. Sistem yg diterapkan juga baik di sini. Pesan, lalu mendapat nomor meja. Lalu jika ada piring, atau gelas kosong, akan langsung diangkut oleh petugas kebersihan. Sangat suka dengan hal detail seperti ini, selesai makan, minum, tidak ada piring kotor atau gelas kotor di meja. Bersih.

Lokasi
Lokasi kobesah UAD ini juga strategis. Terletak di dekat Kampus 4 dan 5 UAD. Mayoritas konsumen dari mahasiswa/i. Tempat bersih, nyaman, colokan listrik dimana². Cocok sekali untuk mengerjakan tugas atau sekedar nongkrong menghabiskan waktu senggang sambil ngopi.

Harga
Sangat terjangkau. Buktikan saja sendiri.

Saya sudah berkali-kali kesini, dan iya, saya tidak pernah merasa bosan untuk datang lagi kesini. Karna memang senyaman itu nongkrong di sini."
5.0,setahun lalu,"Suasananya enak, harga makanannya terjangkau, dan tempatnya cocok buat ngumpul bareng temen maupun buat nugas"
5.0,setahun lalu,"•tempatnya luas
•harganya lumayan bersahabat dengan kantong
•ada makanan berat,ada snack
•minumannya beragam..
•parkiran bisa buat maen bola.."
5.0,3 bulan lalu,"Menjadi langganan, murceee harga mahasiswa. Nyaman pwoll"
5.0,setahun lalu,Parkiran luas. Area kafe luas. Ada diskon 20% untuk opening Kobessah Kopi. Terjangkau banget harganya. Harga mahasiswa lah. Rasanya enak banget juga.
4.0,setahun lalu,"Tempat nya luas, banyak pilihan area / spot buat nongki², tempat parkir juga lumayan lega buat mobil tidak terlalu sempit tp jg tidak luas banget.
Makanan so so, sy makan nasi goreng, ada camilan pisang goreng sama nugget, standard banget rasanya , ga  yg istimewa/special . Ya emang tempatnya aja yg bs menampung banyak orang, lega."
5.0,9 bulan lalu,"Pelayanannya lumayan OK.. Siang Reservasi dadakan untuk malam, skitar 30 org.. Alhamdulillah mereka mau mengupayakan.. Terimakasih.. Sangat membantu.. 😊🙏🏻"
5.0,7 bulan lalu,"Tempat bagus.. ada indoor ada outdoor nya juga... Harga makanannya terjangkau bgt,, rasanya tidak mengecewakan. Worth it lahh"
4.0,11 bulan lalu,"Selalu ramai dihari2 biasa terlebih pas mlm minggu ada live musiknya, makanan tdk mahal,tx"
1.0,4 bulan lalu,"Tempat yang oke buat nongki cm pas hari ini Jum'at, 29 November 2024 ada live music, diminta request lagu, sudah request lagu + kasih Tip tp tidak dibawakan. Jadi kecewa nih pengunjung."
5.0,2 tahun lalu,"Makanannya enak-enak bangettttt, harga sesuai kantong mahasiswa, minumannya seger. Banyak tempat duduk. Tempatnya baguss bangetttt pokoknya"
5.0,sebulan lalu,"Harga terjangkau, tempat nongkrong yg luas, harga pas di kantong mahasiswa, ada ruangan AC untuk rapat tertutup, banyak tempat duduk jadi bakalan aman jarang kehabisan tempat, ada live musik setiap malam Minggu nya"
5.0,10 bulan lalu,"Tempat luas, harga sesuai dengan rasa, pelayanan cepat.."
5.0,setahun lalu,"rasa makanan standar, dan harga g terlalu mahal juga.

tp atmosfer tempantnya bagus banget, cocok buat bereng2 kesana sama temen2

musholanya lumayan luas, mukena juga wangi, kamar mandi juga lumayan bersih dan wangi

ada free wifi dan lumayan kenceng juga"
1.0,5 bulan lalu,"Musiknya kenceng banget boss..
Pelanggan kesini klo ga nugas ya bercengkerama bersama temen2. Tapi klo musiknya kuenceng poll gimana aktivitas itu terlaksana dengan baik. Udah cukup musik live di Sabtu-Minggu, padahal.
Mau bicara sama temen semeja aja perlu teriak."
4.0,2 tahun lalu,"Tempatnya nyaman sih, indoor outdoor ada juga. Banyak colokan buat ngerjain tugas juga enak. Makanan minuman enak juga harganya masih terjangkau. Tempatnya bersih dan parkiran luas. Ada mushola juga cukup luas.
Hanya saja tadi mbak kasirnyaa kurang ramah, ngga senyum sama sekali mungkin lain kali senyum mbak biar makin cantik. Udah gitu aja"
5.0,setahun lalu,"Crowded tapi vibes sejuknya juara. Ketambah view gedung Kampus UAD + Sawah jadi makin segerr 🤩

Snack + main coursenya boleh juga 👍
Nyari murah tapi adem Kobessah bisa jadi referensi 👍"
5.0,2 tahun lalu,"Cafe dengan fasilitas yang lengkap. Terdapat tempat lesehan, ruang ber ac, kursi panjang, dan ruang terbuka yang dekat dengan sawah. Terdapat mushola, kamar mandi, wifi gratis, live musik, dan lain sebagainya. Suasana disini sangat nyaman dan sejuk terutama apabila duduk di ruang terbuka. Makanan dan minuman juga enak dengan harga yang relatif terjangkau. Banyak orang yang datang kesini untuk mengerjakan tugas. Dikarenakan dekat dengan kampus oleh karena itu kebanyakan yang datang adalah mahasiswa. Namun tidak jarang juga selain mahasiswa datang kesini. Pelayanan dari crew nya juga baik dan ramah. Cafe ini buka dari pagi sampai malam."
4.0,4 bulan lalu,"Tempat langganan buat nugas pas lagi pengen keluar. So far rasa makanannya enak dan harga minuman/makanannya terjangkau bgt. Tapii pliss kenapa ya setelah beli/transaksi gapernah langsung diberikan nota/struk? Atau memang SOP nya ngga diberikan? Soalnya kdg buat bbrp orang, termasuk saya sendiri, nota tuu penting. Mungkin ini bisa dijadiin masukan ya untuk ownernya supaya lebih memperhatikan lagi, masukan dari saya lebih baik setiap transaksi diberikan langsung nota/struknya, supaya kepercayaan customer bertambah"
5.0,2 tahun lalu,"Tempat nyaman luas, pelayanan ramah, makanan enak dan murah."
5.0,2 tahun lalu,"Ini adalah kafe kesekian yang mengusung konsep industrial. Dari depan, Kobessah Kopi tampak seperti sebuah bangunan kaca dengan tampilan elegan. Ketika malam hari, lampu-lampu dengan cahaya kuning menghiasi tiap sudut bagian Kobessah Kopi. Ketika masuk ke dalam, sebuah area dengan bagian yang berbeda pun bisa jadi pilihan para pengunjung yang datang. Ada empat pembagian area, yaitu area bebas rokok di depan gerbang masuk, area semi outdoor di sebelah kiri, area outdoor di sebelah kanan, dan sebuah area outdoor lesehan yang menghadap ke persawahan. Ketika malam hari, penampilan musik menjadi hiburan pagi pengunjung. Bagi saya, Kobessah Kopi tidak ramah untuk didatangi seorang diri. Konsep Kobessah Kopi yang seperti itu lebih cocok untuk kumpul-kumpul bareng teman-teman."
5.0,4 bulan lalu,Cafe dgn harga terjangkau dan menu yg lengkap
5.0,2 tahun lalu,"On point information :
Best seller drink : Chocolate Avocado Melon syrup
Best seller coffee :-
Best seller seat : Lesehan Outdoor atas
Minimal price/product : 8k,10k-seterusnya

Kesan dari saya: walau jauh, saya akan kembali lagi ke tempat Istimewa ini, pelayan nya sangat ramah dan komunikatif saat diajak berbicara,harga murah, pemandangan nya da best, jangan lupa ambil gambar yang bagus ya teman-teman 📸😊"
4.0,setahun lalu,"suasana lumayan ramai, tapi masih kondusif. cocok untuk diskusi, ngerjain tugas, dll. kalau cari tempat yang hening mungkin kurang cocok, tapi kalau mencari tempat yang nyaman dengan sedikit keramaian, pilihlah tempat ini. fasilitas udah lengkap banget, harganya affordable buat kantong pelajar/mahasiswa. ada live music nya juga+dapet pemandangan yang cakep"
5.0,2 tahun lalu,"Suasana enak..tempat luas..out door maupun indoor ada .
juga banyak tersedia tempat duduk..jadi g usah khawatir g bakal g kebagian tempat..parkir juga luasss
Recommed sih dari tempat buat nongki2"
5.0,2 tahun lalu,"Kobessah  kopi UAD, lokasi asik dipinggir sawah disebelah utara kampus UAD Terpadu… ada area untuk no smoking room, area lesehan outdoors, area meja panjang yg lengkap dengan colokan listrik, jadi tempat ini cocok buat nongkrong  ngopi sambil ngerjain tugas-tugas kampus… menu yang disediakan cukup variatif dan tidak menguras kantong/ harga pelajar…"
5.0,2 minggu lalu,Enak dan nyaman buat kongkow. Harga makanan dan minuman terjangkau
5.0,setahun lalu,"makananya enakk dan murah² pol, suasananya juga enak bangett, ada mushola jugaa, banyak yg bilang cafe termurah dan ter enak siii, rice bowl juga enak banyak, magelangan enak polllll banyak porsinya jugaaa bestttt, tp maaf, tolong mba² yg admin reservasi agak fast respon yaaa makasiiii, lainnya toppp pelayanan juga sip"
5.0,10 bulan lalu,"Tempatnya enak buat ngobrol, banyak pilihan kursi juga. Ubi lumer enak, apalagi kalau masih panas."
5.0,setahun lalu,"Seminggu bisa 2-3 kali kesini. Bareng dengan isteri dan anak2
Harganya sangat murah baik makanan atau minumannya."
5.0,setahun lalu,Enak banget tempat nya buat nugas. Makanan nya juga enak enak. Suka banget kalau udah ada live music nya.
5.0,setahun lalu,"First time ke sini tapi nagih, suasanya enak banget untuk nongki karena bertema outdoor dengan side sawah yang luas jadi betah dan juga murah serta bersih. Good place 🔅🔅🔅"
3.0,setahun lalu,"Makanannya enak, harga terjangkau, suasana nyaman, pelayannya ramah, hanya kurang di kamar mandi. Kotor sekali. Gayung dan ember sampai berlumut tebal. Kamar mandi juga mampet sampai air menggenang, jadinya menjijikan."
5.0,3 bulan lalu,"best kobessah ever, tempatnya luas banget colokan banyak, wifi walopun ngga kenceng2 banget tapi buat kerja stabil.. cocok untuk merting dan remote cloud"
4.0,4 bulan lalu,"Cafe yg harganya terjangkau, porsinya juga ok, cocok buat kantong mahasiswa, makanannya juga enak2...rekomend bgt"
5.0,2 tahun lalu,"pelayanan ramah dan cepat, tempatnya luas ada spot indoor, outdoor, dan lesehan juga ada, cocok buat tempat nongkrong ataupun nugas sambil bersantai"
5.0,5 bulan lalu,"tempat luas, suasana nyaman untuk nongkrong, pelayanan / karyawan sangat ramah, sat set welll pokoknya"
5.0,2 tahun lalu,"Parkir luas,tempat makannya luas,ada indoor ada outdoor,hampir semua menu enak dan harganya murah"
5.0,2 tahun lalu,"Masya Allah, Alhamdulillah, Lahawla Wala Quwwata Illa Billahil'aliyyil'azhiim..

Kemarin habis dari sini, kafenya enjoy..
Banyak yang nugas juga disini..

Ya, Insya Allah ambil baiknya, buang buruknya 👍👍👍"
5.0,setahun lalu,"cafe yang cocok buat didatengin mahasiswa kalau buat nugas. wifi oke, ada ruangan ber-AC nya juga. makanannya standar lah ya sesuai harga, not bad dan yang paling penting pelayanannya 👍🏼"
4.0,2 tahun lalu,"Tempat parkir luas, tersedia ruang outdoor dan indoor. Cocok untuk nongkrong, ngerjain tugas.
Menu sangat bervariasi dari minuman, snack dan makanan berat."
5.0,setahun lalu,"Tempat yang comfortable, cocok untuk curhat, seperti halnya coffeshop lain, harganya pun terjangkau bagi mahasiswa, untuk anak Skena juga cocok, Mantap!"
5.0,setahun lalu,"Asik tempatnya, ada indoor dan outdoor. Cocok buat ngerjain tugas atau sekedar ngobrol-ngobrol."
5.0,2 tahun lalu,"Kobessahkopi pilihan kafe buat anak kuliahan karena harga menunya bisa dibilang murah, suasananya juga enak kalo siang ga terlalu panas, cuma kalo yang ga suka rame kurang cocok kafenya, soalnya rame banget apalagi weekend, tapi ada pilihan ruangan indoor kok."
5.0,3 bulan lalu,"Deket rumah, ada live music nya, suasana enakk, menunya lumnaya banyak, harganya juga ga begitu mahal."
5.0,2 bulan lalu,Makanannya enak-enak apalagi nasi gorengnya rekomendasi bangettt😊 enak buat nugas jugaaa
3.0,setahun lalu,"Standar tempat nongkrong sambil makan buat mahasiswa. Jadi memang murah dr segi harga dan nyaman untuk ngerjain tugas/ngobrol. Untuk rasa makanan mending pilih yang umum2 aja 😅 kemarin ngide pesen katsu rendang, gaada rasa rendang2nya, malah sangat asin jadi ga kemakan habis. Menu lainnya ya cukup aja untuk bisa dimakan. Tempat wudhu agak sempit ya krn barengan cowo cewe dan jadi satu sama kamarmandi."
5.0,setahun lalu,"Tempatnya luas, area non AC tapi adem meskipun siang. Ada lesehan dan kursi juga.. Wi-Fi kenceng, menu paling murah di wilayahnya. Es Kope Kobe da Best👍👍"
5.0,2 tahun lalu,"Terletak tepat di belakang Kampus 4 Universitas Ahmad Dahlan, tempat ini cocok untuk  mengerjakan tugas atau hanya sekedar berbincang dengan kerabat.

Terdapat beberapa fasilitas seperti WiFi yang cukup kencang, Mushola, Toilet, Non Smoking Room, dan view Gedung perkuliahan Universitas Ahmad Dahlan.

Namun, bagi teman teman yang mencari lokasi dengan suasana yang tenang, tidak di sarankan untuk mengunjungi Kobessah Kopi saat sore menjelang malam hari karena suasananya cukup ramai.

Selamat Mencoba!
NY"
5.0,setahun lalu,"Salah satu tempat ngopi favorit saya kalau sedang ingin suasan yang agak meriah. Kalau siang hari, seringkali dipenuhi mahasiswa yang sedang mengerjakan tugas, berdiskusi, ataupun sekedar melepas penat di sela-sela kesibukan jam kampus. Kalau malam, suasananya bisa lebih meriah, karena tak jarang ada live musicnya. Parkirannya luas, sangat luas malahan. Food and drink prices is really affordable for students. Superb place to hangout. 5/5 ⭐"
4.0,2 tahun lalu,"Parkir luas, tempat nyaman, bersih, bisa untuk pertemuan resmi maupun santai, harga terjangkau."
4.0,6 bulan lalu,"Tempat lumayan ramai , tempat nongkrong nya anak muda harga bersahabat untuk pelajar, namun harus bersabar mengantri untuk memesan makanan Karena banyaknya customer yang datang."
5.0,setahun lalu,"Wakakka enak soalnya deket kos, makannya juga enak walaupun murah. Alhamdulillah WCnya udah bersih walaupun gayung sama embernya masih ada lumutnya🥲🥲🥲"
2.0,sebulan lalu,"ayam keras,atap bocor,kalo bisa ayamnya lebih diempukin lagi mas,makasih mas bro🙏"
5.0,2 tahun lalu,"Sangat memuaskan, tempat bersih, WiFi kencang,menu lengkap dan murah, pelayanan baik, ga dapat tempat duduk di cariin sama mas Ghofur, pokokke sip"
5.0,2 tahun lalu,Overall tempatnya nyaman buat kongkow bareng temen. Menunya juga banyak pilihan
5.0,setahun lalu,"Tempat nongkrong paling asyik dan nyaman bareng teman, dekat kota, makanannya enak dan juga harganya lumayan murahh, Wifi juga lancar, pelayanan juga cepat dan ramah"
4.0,2 tahun lalu,"variasi makanan dan minumannya banyak banget, harganya standar juga, tempatnya lumayan cozy. cuma yang indoor, acnya nggak dingin. lebih enakkan duduk di luar. kalau siang gitu, tempatnya nggak terlalu ramai, jadi enak sambil ngerjain ujian atau tugas gitu. kalau malam agak rame, seru buat nongkrong sama temen-temen soalnya ada live musicnya"
4.0,9 bulan lalu,"Kids friendly, area luas dg ruangan terbuka hijau.
Aman dari asap rokok."
5.0,setahun lalu,"Enak untuk nongkrong barengg bestie
Harga menu standar. Ada free wifi gaes, mushola ada, toilet ada"
5.0,setahun lalu,"Makanan sama minumannya enak dan terjangkau, harga mahasiswa, suasananya juga mendukung buat nugas atau sekedar ngumpul sama temen"
