rating,date,snippet
5,3 minggu lalu,Tempatnya sangat luas dan nyaman ...harga word it lah untuk mahasiswa dan teman teman kalo lg nongkrong ...makananya enak sich  apalagi teh susu sama mie dok dok nya  enak banget .
5,setahun lalu,"Tempat nongkrong yang asik dan nyaman, fasilitasnya cukup lengkap dari mushola, wc dan tempat parkir yang luas.
Untuk menunya dominan minuman coffee atau non coffee. Untuk rekomendasi camilan ada cireng yang gurih dan renyah.
Pelayanan cukup bagus lah."
1,4 bulan lalu,"Tolong dibersihkan kursi-kursi terutama di area Pendopo, banyak sekali tungau di sela-sela kursi. Udah 2 kali dari sini pulangnya gatal-gatal bentol sebadan, bukan saya dan teman"" doang tapi saya liat di ulasan ada orang lain yang kena juga."
4,setahun lalu,"Selalu jadi langganan untuk nugas atau nongkrong, menu makannya banyak dan masih masuk kantong mahasiswa. Cuma minusnya wifi lemot sekali, tolong untuk bisa ditingkatkan 😭"
5,setahun lalu,"Tempat nongkrong yang cocok buat Mahasiswa rantauan yang kadang kejepit uang🤣. Kafe ini adalah sebuah Relasi dari jalannya seorang Mahasiswa untuk menyelesaikan study nya, dengan cara menyelesaikan tugas2 di tempat yang nyaman. Daripada di kontrakan/kos, suntuk buoosss"
5,2 tahun lalu,Salah satu cafe murah meriah yang ada di Yogyakarta. Tempatnya luas dan bisa buat rame rame untuk nongkrong dan kerja kelompok. Menu yang ditawarkan beragam dari makanan dan minuman. Cafe ini juga menyediakan buku buku yang bisa dibaca di tempat
2,sebulan lalu,"layanan dari cafe nya sudah bagus namun tukang parkir tidak ramah ban dengan gampang dikempesin dijam 12 malam perkara uang parkir doang, yang saya bilang balik baru bayar."
5,9 bulan lalu,"Harga dan rasa standar mahasiswa, pilihan kursi banyak. Respect bgtt sm tukang parkirnya yg tutupin helm pake plastik pas ujan 👍"
5,setahun lalu,"Kafe basa-basi cabang manapun udah gak usah diragukan lagi. Tempatnya nyaman buat rame-rame. Rekomendasi tempat nugas kelompok, tempat rapat organisasi, tempat Mabar, pokoknya tempat rame2. Makanannya cukup enak, minumannya juga ok. Ada mini library, ada musholla, toilet nyaman, parkiran luas, cashless available."
5,8 bulan lalu,"Rekomendasi tempat ngumpul2 Mahasiswa yang mengikuti organisasi dan untuk nugas juga enak banget , harga murah dan makanan minuman serba enak dengan harga yang sangat pas untuk mahasiswa dll."
1,4 bulan lalu,"jelas² pesen ga pake sayur, malah dikasih sawi. ga lagi² dah"
4,setahun lalu,"dicabang mana2 selalu ramai. bersih, nyaman, luas. cocok buat nugas kampus ato ketemu temen2 buat hengot. kalo buat reguleran tiap hari juga kyknya gak bikin boros. msh terjangkau.."
5,setahun lalu,"Rasa dan harga makanan okelah pas.
Tempat luas, cocok untuk nugas, nongkrong rame2. Nglamun sendirian pun juga ga masalah, hahaaa 😅🙏"
1,4 bulan lalu,"Tolong untuk kursi kayu diperhatikan betul kebersihannya, disela-sela kayu banyak sekali serangga tinggi nya, baru duduk sebentar kulit udah bentol², terasa panas gatal, ini udah 2 hari masih terasa.
Mohon segera ditindaklanjuti jangan sampai ada korban selanjutnya. Ini sangat menggangu kenyamanan"
1,4 bulan lalu,"Tolong tukang parkirnya di nasehati lah. Orang gajadi ke kafenya bahkan belum pesen dan belum masuk (baru masuk ke area parkir saja) tapi duit parkir tidak di kembalikan, malah senyum senyum doang padahal saya sudah bilang tidak jadi karena penuh tidak ada tempat duduk.
Walaupun 2rb uang kecil tapi itu berharga. Duit cash saya tinggal 2rb itu dan duit di saldo atm saya hanya ada 30rb.
Saya jadi gabisa makan ke tempat lain karena cash nya sudah di pakai untuk parkir di cafe basabasi dan saya parkir disitu belum ada 5 menit. Bener bener gapunya hati tukang parkir seperti ittu."
4,3 tahun lalu,"Tempat nongkrong asyik buat mahasiswa. Tempatnya luas ada yang indoor dan outdoor, mau lesehan/duduk. Pembayaran cash dan non cash. Banyak menu makanan dan minuman. Rasa nasi goreng dan cemilannya enak. Pelayanan cukup cepat. Sayang yang di lesehan tikarnya sudah robek2. Harga rata rata kafe jogja. Bisa order via apps. Parkiran luas untuk mobil dan motor, berbayar."
5,setahun lalu,"Cocok untuk nongkrong atau ngerjain tugas.
Tempat banyak disediakan, tapi hampir penuh terus. Ada colokan listrik, asbak.

Suasana rame, musik enggak kenceng, masih enak buat ngobrol ngobrol.
Makanan sama minuman ala kafe pada umumnya. Pelayanan bagus, gelas atau piring yg kosong atau habis cepet diambil

Toilet bersih, parkiran juga luas"
1,3 minggu lalu,"NASI KERAS KAYAK MAKAN BATU
udah buka puasa makanya nasi keras. Perut sakit wkwkwk

Beli nasgor nasinya kayak remukan pasir
Beli nasi telur nasinya kayak makan pasir juga"
5,3 tahun lalu,"Pas kesini ada sidak satgas satpol pp, tapi gak di bubarkan, situasi rame, mungkin dihimbau prokes aja. Makanan minuman enak, harga standar cafe lah, suasana oke, cuma ada beberapa yang minta-minta datang, agak kurang nyaman, parkir yang deket cafe motor, mobil seberang nya seperti di foto, itupun gak bisa banyak, mungkin cuma 5,"
4,2 tahun lalu,"Tempatnya luas, gubuknya cukup adem dan sepoi2, ga panas. Tapi gubuknya lesehan banget gaada meja, jadi agak susah untuk makan. Waktu menunggu makanan datang tidak terlalu lama. Tersedia banyak bangku jadi bisa untuk kumpul dengan teman2. Menu yg tersedia beragam tapi harganya bisa dibilang agak tinggi (es jeruk 6 rb 😭), tapi tidak mahal (banyak makanannya di bawah 20 rb)."
5,2 tahun lalu,"Parkir luas, tempat nongkrong paling aman dikantong. Muat banyak orang, bisa kerja dan ngobrol santai disini. Sayang pas kesini lagi renov aja. Mari mmpir"
4,setahun lalu,Tempat luas. Kursi tersedia sangat banyak; indoor maupun joglo. Mushola dan toilet bersih. Pilihan menu banyak. Harga bersahabat. Cocok untuk kerja atau hanya sekedar chit-chat/nongkrong dengan teman.
4,5 tahun lalu,"Tempatnya luas, cocok buat nongkrong ramean. Buka 24 jam. Banyak pilihan menu dan harganya pun bersahabat. Ada wifi juga dan rak buku mini. Parkiran juga luas. Oh ya, ini masih satu owner sama Divapress group. Favorit menu sih, wedang jahe, jeruk panas, sama roti bakar."
5,setahun lalu,"Pelayanan dari yang bertugas tanggal 2 agustus 2023 ramah, makanan dan minuman tidak terlalu lama datangnya. Minuman kemarin coba Manggo de Coco kalau gak salah.. rasa enak visual oke, jus tomat rasanya ya sama dengam jus tomat pada umumnya, tahu walik enak, tempe cocol enak juga isi lumayan banyak bisa buat bareng2, tapi tempe mendoannya terlalu kering.. suasana nyaman buat ngobrol, Harga lumayan terjangkau, parkir motor oke.. tukang parkir juga rapi nata motornya.."
3,setahun lalu,"Suasana nyaman, menu makan dan minum juga oke, skrg jadi pelanggan tetap untuk ngopi setiap hari. Masukan aja : tolong di tingkatkan lagi jaringan wifi nya, masa harga makan dan minum sudah ada yg naik, fasilitas nya ttp sama aja ga ada perubahan. Kondisi udah sepi sekalipun juga wifi nya lemot. Tolong di tingkatkan lagi apalagi kafe kalangan mahasiswa yg banyak nugas. Trims"
5,10 bulan lalu,"sering bgt kesini, because makanan enak banget dan sangat murahh😭😭🙏🙏 udh ga tau keberapa kalinyaa, dan sangat worth it jga, kalo mo nugas aku saranin di pendopo atas aja, soalnya kalo di yg bawah sangat amat panass😇, ada mushola dan KM nya jg bersih, minus tempat wudhunya di luar jadi keliatan bgt:("
4,5 tahun lalu,"Tempat nongkrong yang cocok untuk rombongan. Harganya masih tergolong murah dan cocok buat mahasiswa. Ada koleksi buku yang bisa dibaca juga. Tapi sayang karena tempatnya cukup berisik bisa dikatakan kurang cocok untuk kalian yang butuh diskusi serius dan bahkan baca buku sudah disajikan. Walaupun terkadang cukup berisik tapi tempatnya tergolong sangat nyaman. Oya, nasi gorengnya rasanya enak loh wkwk."
5,4 tahun lalu,Kafe ny menarik dan Klasik jika buat kalian Pengen nongkrong lama Tempat ini rekomen Lah. Ada Tempat kayak gazebo gitu Klo Mau lebih leluasa dengan teman nongkrong nya. Cuma menu ny aja agak lebih Mahal dari pada umum ny. Kyak thaitea. Seharusnya lebih murah bukan ny lebih Mahal dari Boba yang jual distore seperti Boba time gtu. Magelangan ny juga Jgn terlalu Mahal Lah jika target pasar nya mahasiswa. Karena Paling Banyak mahasiswa yang datang kesini. Tpi dari kondisi Tempat Enak Lah. Dan nyaman juga.
5,4 tahun lalu,"Tempat ini nyaman untuk nongkrong, ngopi, ngerjain tugas. Tersedia WiFi gratis. Kopi manisnya paling saya suka. Saya bisa menghabiskan 24 jam di kafe ini saking nyamannya. Disana juga tersedia perpustakaan yang bukunya keren-keren."
1,4 bulan lalu,"TEMPAT PANAS
PELAYANAN KURANG RAMAH,, TOLONG DI PERHATIKAN KARYAWAN NYA
MAKANAN NYA BIASA AJA SAMA SEPERTI NASI GORENG DI PINGGIR JALAN
GANG MASUK PAS PASAN MOBIL SAYA SUSAH UNTUK MASUK
SUASANANYA KURANG BERSIH TEMPAT NYA & 1 LAGI WIFI NYA TOLONG DI PERBAIKI TIDAK MAU KONEK"
1,setahun lalu,"Pelayanan sama makanan nya cukup menyedihkan. Pesen 1 Indomie rebus, 1 nasi telur orak-arik. Makanan Dateng 1,5 jam. Dari visual mie sudah ngembang, rasa anyep dan dingin, jelas masalah nya sudah jadi daritadi tapi engga dianter. Nasi telur orak-arik, telur kayak bubur. Foto yg berbicara ya."
5,2 tahun lalu,"Tempat yg asik buat nongkrong santai bersama teman2, atau makan malam berdua dgn pasangan, atau sambil mengerjakan tugas dari sekolah/ kampus atau pekerjaan…"
4,5 tahun lalu,"Warung kopi yang lengang. Ada gazebo yang cocok untuk nongkrong ramai-ramai. Ada fasilitas perpustakaan, lesehan, tempat duduk outdoor, parkiran yang luas, dan musholla. Kalau siang tidak terlalu panas karena relatif tak ramai pengunjungnya. Minumannya juga cukup bervariasi dan menyediakan bermacam makanan ringan."
1,5 bulan lalu,"Tolong ya wifinya di update. gabisa dipake sama sekali loh, buat anak kos yang pas2 an gini pengennya nyari tmpat ngopi yang murah eh malah wifinya gabisa dipake.
tempat elit wifi syulitt"
4,5 tahun lalu,"Tempat nongkrong yang cocok untuk kalangan mahasiswa mengerjakan tugas ataupun berdiskusi. Tempat luas, mulai dari berdua hingga berkelompok disediakan tempat di sini. Harga standard, sesuai dengan rasa dan porsinya. Parkir luas, ditata rapi."
5,6 bulan lalu,"MANTAAAPP, COCOK UNTUK MAHASISWAAA!!!! MAKANANNYA JUGA ENAK BANYAK PILIHANNN😍😍😍😍"
4,2 tahun lalu,"Tempat bersih, luas, lesehan bisa pake meja bisa. Kopasus dan sukopnya pas. Ada mushola. Toilet bersih. Parkir luas."
5,2 tahun lalu,"Tempat nongkrong untuk umum, sering jadi tempat berlabuh nongki anak kuliahan, organisasi, anak acara karena layoutnya cocok untuk nongki biasa, meet up, ngopi, rapat. Disini disediakan 2 pilihan tempat duduk, bagian dalam terdapat meja kursi dan lesehan. Bagian luar sebelah selatan meja kursi yg ditata dengan rapi, dan yg terakhir bagian luar sebelah timur ada gazebo. Pilihan menu beragam dan menarik pastinya"
5,6 tahun lalu,"Yg suka kopi dan buku cocok banget nih kafe basabasi ini. Makanan dan minumanny harga nya pas di kantong mahasiswa. Ada perpustakaannya juga, jadi bis bacaa sambil ngopi ngopi santai. Terdapat 2 tempat duduk di sini. Bisa di balai bambu kalau mau lesehan, bisa di kursi meja. Lokasinya dekat ambarukmo plaza."
1,5 bulan lalu,"Merasa sudah besar memperlakukan pelanggan kurang sopan, masih ada pesanan masih aja menanyakan ""nomernya bisa saya ambil?"" Itu sangat mengganggu saya yang sedang bekerja"
5,setahun lalu,"Suka tempatnya karena ada cukup banyak buku disana, tempatnya luas, banyak space, bisa pilih mau duduk di kursi atau lesehan. Mushollahnya bersih dan mukenahnya juga bersih dan gak bau"
3,setahun lalu,Perasaan dulu pernah ke sini sajian tehnya gak gini amat dah. Beli teh jahe panas kok tehnya gak panas sama sekali. Dikasih jahe sedikit sekali toh gk diaduk dan rasanya kurang ngeh. Tolong ditingkatin lagi
5,5 tahun lalu,Menunya beragam dari makanan snack minuman parkirnya luas ada toilet ada bisa boleh pinjem buku juga wifi gratis cocok buat nongki apa ngerjain tugas harga nya standart
4,setahun lalu,"Pertama kali dateng ke basabasi tempatnya emang nyaman pelayanannya juga ramah cuma mungkin aga sedikit kecewa karena pertama kali kesini udah dapet kya gtu di makanan, semoga jadi pelajaran buat kafe basabasi buat kedepannya jgn kya gtu lagi"
4,2 tahun lalu,Ada peminjaman buku di sini. Tempatnya bersih. Pendingin hanya kipas angin 2 buah di ruangan yang sebesar ini. Banyak orang yang datang ke sini. Tempat duduk banyak dan banyak orang yang mengerjakan tugas di sini. Parkiran penuh kalau malam hari.
5,3 tahun lalu,"Luas, ada colokan, ramai, cocok untuk nugas, rapat, view juga bagus, parkir luas, menu nya juga terjangkau, sayangnya gaada live music hhe, sama banyak pedagang dari luar yg nawarin ke dalem kafe, jadi kurang nyaman sih kalo aku"
5,6 bulan lalu,kebiasaan kalo gabut nongkrongnya disini karna deket kost dan bisa betah sampe berjam2 bahkan sampe pagi wkwk
5,3 bulan lalu,"Nyaman, komplit kudapannya, bersih, asyik, syahdu dan romantis dengan pelayanan sangat memuaskan."
1,sebulan lalu,tukang parkirnya cuma gara gara 2 ribu harus bocorin ban kah?
4,5 tahun lalu,"Tempatnya luass, ada beberapa gazebo, menu lengkap, ada kursi dan lesehan jg cocok untuk nongkrong, mengerjakan tugas, rapat, berkumpul banyak orang. Fasilitas WC bersih, parkiran luas, colokan charger ada, pelayanan baik dan cepat."
5,4 tahun lalu,Tempatnya oke banyak mahasiswa sekedar nongkrong atau ngerjain tugas harga pas dikantong
5,setahun lalu,"Tempat luas, toilet bersih, pelayanan cepat, pegawai maupun kucing peliharaan disini juga ramah.

Cocok untuk bersantai maupun mengerjakan tugas, secara individu maupun berkelompok. Menu favorit untuk makanan Nasi Sup Jamur olahan dari koki Sigit -bukan Purnomo Pasha- dan mie-dokdok ditangan Ojan Joki Mobile Legend, sedangkan untuk varian ice, saya sarankan untuk mencoba Jus Melon dan Milkshake Greentea oleh duet maut Yosi Senja dan Erik Filsuf.

Jadi untuk sobat Jogja, kalo kesini jangan hanya beli es teh jumbo lalu kemudian duduk berjam-jam tanpa arti. Pesanlah yang banyak serupa embun pagi."
5,3 tahun lalu,"Tempatnya luas, ada meja indoor, outdoor, dan lesehan. Tersedia musholla dan tempat parkirnya luas. Menu yang disediakan cukup beragam mulai dari nasi, mie, ayam, dll. Juga ada menu paket buat yang tidak pengen ribet milih menu"
4,5 tahun lalu,Tempat yang luas dan nyaman untuk nongkrong bareng. Menu yang disediakan standar kafe pada umumnya.  Untuk fasilitas nya banyak stop kontak dan kebersihan kamar mandi serta mushola juga terjaga.
1,4 bulan lalu,Pesen pisang goreng 1 jam lebih belum jadi2. Mudah2an diperbaiki pelayanannya
5,5 bulan lalu,"Tempat nyaman, maaf saking nyamannya sampai nggak sadar kafe sudah mau tutup..."
5,4 tahun lalu,"Asik banget buat nongkrong sama teman maupun nugas bareng. Wifi juga lancar, ada musolla dan tersedia mukena juga. Varian makanan dan minumannya banyak pilihan dan harganya bersahabat.
Recommended banget lah...
Ada 3 pilihan tempat bisa duduk dikursi, duduk lesehan, dan di gazebo"
2,7 bulan lalu,"tempatnya enak buat nongkrong dan rileks. Sayang aja lidah saya ga bisa rileks soalnya minumannya ga enak, pesen kopi susu ada rasa asem asem ga enak kayak dicampur jahe (mmg ada menu kopi jahe tp saya pesannya kopi susu). Buat menenangkan rasa pengecap saya, pesanlah jus alpukat. TERNYATAAAA OOOH TERNYATA ALPUKATNYA JUGA SAMA AJA! ada after taste basi-basinya dan alpukatnya seperti masih ada getahnya."
5,setahun lalu,"cafe nya gede, ada gajebo jg diluar, stopkontak banyak, wifi full. harganya sama kayak basa basi yang lainnya"
4,2 tahun lalu,"Parkir luas, ada toilet, wifi dan colokan
Untuk tempat tersedia outdoor, indoor, lesehan dan ada gazebo.
Untuk harga sangat murah dengan banyak pilihan makanan dan minuman yang cocok untuk nongkrong.
Makanan dan minumannya enak, pelayanan cukup baik"
5,4 tahun lalu,"Tempatnya nyaman... Menunya juga variasi
Parkir luas banget
Asik buat tongkrongan dan free Wifi"
5,6 tahun lalu,"Kumpul? Kesepian? Merenung?
Mrapat kemari bro, tempatnyaa asikk, makanan minuman kopi milk shake harga mahasiswa.
Parkir luas, tempat luas ada gazebo/saung"
5,6 bulan lalu,"bagus si, cuman tepung di pisang goreng nya gada rasa. aku kasih rekomendasi tepung pisang goreng yang enak ya, namanya tepung sasa serbaguna rasa vanila"
5,3 tahun lalu,"Ada pertemuan yang harus berakhir,
Dan ada rindu yang kembali terukir.
Sedikitpun tak ada rasa khawatir,
Karna pergiku untuk kembali hadir.

Wkwkwkwkwkwkwk"
2,5 tahun lalu,"Tempanta lumayan luas, tapi sayang kurang tempat untuk yang tidak merokok, istilahnya ini kafe buat para perokok saja, klu gak suka rokok jangan kekafe ini itu sih, kopi sama menunta sebenarnya sudah enak, cmn lauk tempe dan tahu pada nasi terkesan asal di goreng, gk ada rasanya sama sekali"
5,5 tahun lalu,"nyaman buat ngopi, nongkrong, rapat, diskusi bahkan nugas. walaupun rame, tetep merasa punya privasi, apalagi di gazebo. kalau datang sendiri, tetep merasa ada temennya krn rame. selalu betah lama lama di basabasi"
3,2 tahun lalu,"Ada 1 pelayan yg gelagatnya agak aneh di sini, kurang ramah aja, dan yg udah pernah ke sana mungkin sama sama tahu, bahkan kasirnya juga tahu dan mengakui kalo orgnya begitu. Semoga bisa dibenahi lagi yg lebih baik. Kalo soal tempat udah lumayan lah buat nongkrong. Menunya ok, banyak pilihan, yg gak oke, knp cuma ada 1 menu aja di meja kasir, ini aneh bgt. Diprint yg banyak, ato kasih QRIS biar via online akses menunya, jadi org cepet milih menunya, cepet mesennya, gak ngantri kelamaan. Udah tahu rame kok ya masih gak efisien gmn handle antrian."
1,setahun lalu,"Order Teh Susu 8.000 tapi ngga ada rasa susu apalagi tehnya, adanya rasa air pake es aja :((
Meski begitu tempatnya oke siih"
3,2 tahun lalu,Tempat luas dan cukup nyaman.. ada pilihan Tempat lesehan di gazebo. Overall bagus cuma makanan dan minumannya agak kurang dari segi rasa. Pesen kopi susu tapi kebanyakan SKMnya jadi agak kemanisan
5,6 tahun lalu,"Tempatnya enak buat kumpul sama temen², bisa buat ngerjain tugas, colokan banyak, kalau yang suka baca buku bisa pinjem buku 😂 betah sih buat ngerjain skripsi wkwk oh iya bisa milih tempat mau dikursi, lesehan atau digazebo juga, dan paling penting nih kamar mandi bersih, ada mushola juga 👍"
1,2 tahun lalu,"Payah, pelayanan lama banget. Mie goreng double aja sampe dua jam. Baru pertama kesini, udah cukup sekali aja!"
2,7 bulan lalu,"layanan baik karna yg shift temen sendiri, tapi minus nya satu. wifi nya JELEK.
LEMOT PAKE BANGETTTTT. pake yg free ga ke sambung, beli voucher sama jeleknya. TOLONG DI TINGKATKAN LAGI SOAL JARINGAN NYA!!!"
3,2 bulan lalu,"oke sih, tp pas kesini keganggu sedot septictank bau banget"
4,3 tahun lalu,"Pilihan tepat buat ngopi di malam hari. Tapi banyak pengamen jadi risih, tiap 20 menit pasti ada aja yg ngamen."
4,5 tahun lalu,"Tempat nongkrong yang asik, murah, dan nyaman. Paling nyaman di gazebonya. Rekomended buat mahasiswa karna harga ramah dikantong. Parkir luas, ada toilet, kamar mandi, mushalla. Menu makanan & minuman lengkap."
1,2 tahun lalu,"Parkirnya gak mashok. Cuma nerima uang tp gak kerja. Gapapa ya kalo misal parkirku dpt posisi yg gampang buat keluar. Lah ini berkali2 dpt posisi parkir yg susah tp gak dibantu buat ngeluarin motor pdhl bpknya udh tak panggil, malah ongkang2 kaki. Di cabang lain gak kayak gini ya. Parkirnya diganti aja kalo gabisa kerja."
5,5 tahun lalu,Tempat ngopi yang nyaman.. enak buat diskusi ataupun nongkrong.. tempatnya pun luas.. kopinya juga mantap..
5,10 bulan lalu,Akhirnya kesampean juga mampir ke salah satu warungnya Kyai Edi yaitu Cafe Basabasi Nologaten. Konsepyang ditawarkan memang sederhana dan tempatnya nyaman serta luas. Untuk harga masih sangat terjangkau dan rasa tidak mengecewakan. Pokoknya ke Jogja kalau belum mampir ke Cafe BasaBasi berarti hidup kalian terlalu kaku dan lurus. Karena sejatinya urip iku mung mampir BasaBasi
4,5 tahun lalu,Cozy tempatnya. Kenceng wifinya asyikk pokoknya buat ngopii bareng-bareng. Milkshakenya juga enak.
5,setahun lalu,Tempat dimana pengujung wisatawan dapat menikmati pengalaman menyantap makanan sajian aneka makanan dan kopi yang beranekaragam serta bisa untuk nongkrong nongkrong anak anak muda terutama pelajar terdekat.
5,2 tahun lalu,"Nyaman dan Cukup Luas. Terdapat 3 pilihan tempat juga : Semi Indoor, Outdoor, dan Gazebo. Cocok untuk nongkrong atau santai bersama teman, Menu harga juga sangat bersahabat dan Pelayanan pegawainya ramah .

Ada Musholla juga, Toilet juga bersih . Maturnuwun..."
1,7 bulan lalu,Tempat dan pelayanan nya baguss. Makanan nya juga GK mengecewakan kan tapi WIFI nya jelek banget gak ada niatan buat di benerin gak soal nya jelek banget. Copot aja WiFi nya klw Masi begituan
3,3 minggu lalu,lama kali ni bahan masakan beli di eropa atau gmn?
1,8 bulan lalu,Baru pertama dateng kesini pengen ngilangin masalah dirumah.eh malah mbak kasirnya judes puollll.nggak ada senyum sama sekali.padahal kerja di jasa secapek apapun tetep harus humble sama pelanggan.cukup sekali deh nggak mau lagi
1,setahun lalu,"Pesan makan  udah 1jam, yang datang cepat minumannya, diminum sudah habis tak kunjung datang😂😂😂"
5,3 tahun lalu,enak buat nongki sama temen temen. untuk harganya cenderung mahal utk anak kos. tapi tempag cozy. pelayanan lumayan lah
4,2 tahun lalu,"Cafenya cukup luas dan banyak pilihan tempat duduknya. Untuk menunya lumayan, es Yakult nya seger. Harga bersahabat"
5,2 bulan lalu,"Nyaman, pesen nya enak lewat apsnya."
5,3 tahun lalu,"Kafe selalu ramai ada live music, bisa request lagu.

Makanan minuman Harga murah"
5,5 tahun lalu,"Harga cukup terjangkau.
Rata - rata pelanggan adalah mahasiswa.
Banyak pendopo - pendopo untuk nongkrong, cocok untuk ngerjain tugas.

Tempatnya selalu ramai, banyak tempat nya yang penuh sehingga kadang terpaksa di luar."
5,4 tahun lalu,"Ramai. Itu kata yang cocok untuk mendeskripsikan Basa-basi Nologaten. Setiap malam ketika saya ke sana, tempat itu tak pernah sepi. Semakin malam, semakin ramai. Coba saja Anda datang ketika pukul 11 malam, di sana pasti meramai dibanding ketika Anda datang pukul 7 malam. Gazebo, area dalam, dan teras akan dipenuhi oleh sekumpulan orang.
Kalau Anda tidak biasa dengan keramaian seperti itu, pasti merasa pusing. Persis seperti saya pada Sabtu malam Minggu beberapa pekan yang lalu.
Ketika sudah sampai di area parkir, melihat keramaian itu rasanya lelah dan penat. Akhirnya, saya memutuskan hengkang. Kami berdua pergi.
Iya, kan, Nu?"
5,3 tahun lalu,"Nasi gorengnya enak, colokan dimana mana, cocok bagi yg bawa laptop, bisa makan sambil kerja"
5,5 tahun lalu,Tempatnya enak buat nongkrong bareng temen. Ada juga yg buat lesehan. Untuk harga ya lumayan lah standar sama kantonng anak kos. Tapi kurang rekomendasi kalo mau nyari tempat tenang buat ngerjain tugas
3,4 tahun lalu,"Tempat luas, parkir luas, suasana nyaman. Tapi pesen minum dianterin udh tumpah"" sampe ke piring bawah. Mohon di tingkatkan lagi pelayanan nya. Terimakasih."
2,7 bulan lalu,wifinya tolong diperbaiki dong kak🗿
5,5 tahun lalu,"Tempatnya bersebelahan dengan beberapa warung kopi lainnya. Seperti basabasi kopi pada umumnya, tempatnya ckup luas dan banyak tempat untuk ngobrol yg enak.
Meskipun mungkin kalo bisa di tambah lagi tempatnya, karena kalo malam full.

Ada tukang parkir, jadi harus merelakan bayar 2k untuk parkir. Fasilitas lengkap.
Menu variasi, dan cukup nyamannnn
Mantabb"
4,5 tahun lalu,"Tempatnya nyaman, meja kursinya banyak, stopkontak juga banyak, parkir luas, harga murah, cocok banget buat nongkrong dan ngerjain tugas"
5,5 tahun lalu,"Kopi-kopian low budget. Apalagi kalo ngopi pagi bisa dapat gratis pisang goreng. Ya, walopun cuma sebiji, tp lmyan buat nggateli untu. Lokasinya strategis, rame dan banyak penulis jogja yang ngopi di sana."
5,setahun lalu,"Makanan oke, variasi makanan dan minuman banyak,harga standar. Cocok banget buat nongkrong"
1,11 bulan lalu,"Tempat strategis, menu oke, pelayanan ramah, harga terjangkau, suasana biasa saja, cuma tukang parkir (saya tahu mereka bukan dari pihak manajemen/pegawai) yang minta bayaran di depan itu menjengkelkan. Definisi [redacted] merusak bisnismu."
1,4 bulan lalu,"Pelayanan lambat 1 jam pdhal sepi bgt,,gk jelas"
