rating,date,snippet
5.0,2 tahun lalu,"Suasana tempatnya asik banget dari pagi sampai malampun bakal betah banget. Saran aja paling asik SORE sih soalnya pemandangannya lagi cakep2nya GOLDEN HOUR gitu. Makanan yang aku cobain sejauh ini enak semua dan harganya wah mantap sih murah2, ada cemilan2 kering juga kayak SLONDOK, POPCORN, MACARONI.. Minuman nya juga banyak varian, buat yang gak doyan Kopi menang banyak lah wkwkwk.. fasilitas lengkap dan lumayan terawat ada tempat charger, toiled, masjid dan parkiran luas."
4.0,2 tahun lalu,"Tempatnya enak untuk nongkrong bareng teman... Sekedar mabar atau bisa juga untuk kerja kelompok.
Dibagian belakang view-nya ada sawah...
Disini juga menyediakan novel buat yang ingin membaca sendiri..
Tempatnya juga cukup luas jadi tak usah takut gak dapat tempat.
Untuk makanan dan minuman biasa saja.."
5.0,10 bulan lalu,"Andalan buat nugas selama di Jogja, vibesnya nyaman banget makannanya enak dan murah, favorite saya mendoan sama esteh, cirengnya juga enak apalgi nasi pecel telor. Cuma terakhir kesini dua hari lalu kasirnya beda sama biasanya dan agak planga plongo gitu jadi gemes tapi ya sudahlah."
4.0,setahun lalu,"Food and beveragesnya standart. Yang bisa direkomendasikan minuman coffee beer-nya. Diminum dengan es batu sangat nikmat. Untuk tempatnya nyaman dan luas, apalagi bagian belakangnya."
1.0,3 bulan lalu,"Pesen nasi goreng udah 1jam+ ga datang2, sekalinya datang malah bareng sama makanannya meja lain pdhl meja tsb datang 30mnt setelah saya. Mana nasgornya dingin dan pesanannya salah, dipanggil lgsg ga nyaut lagi, pihak management tolong kasirnya dibelikan cotton bud"
3.0,3 tahun lalu,"Tempatnya lumayan nyaman, parkir motor luas, ada toilet juga
Pengunjung kebanyakan mahasiswa yg mengerjakan tugas atau sekedar nongkrong
Pelayanan kurang memuaskan, penyajian minumannya cepat tapi sayang untuk makanan lama sekali menunggunya sekitar satu jam baru diantar makanannya, sangat disayangkan lagi pesanan magelangan nya adem bener-bener dingin kya sudah dimasak entah sedari kapan, ayam bakarnya lumayan nggak ada masalah, minumannya juga enak.
Semoga pelayanannya ditingkatkan lagi, terimakasih"
4.0,3 tahun lalu,"Saya kesini pada tanggal 15 Januari 2022

Saya lupa detail pastinya nama makanan yang saya pesan, jadi mungkin akan sedikit tidak sesuai.

1. Nasi goreng : saya lupa nasi goreng apa namanya, cuman untuk level nasi goreng cafe seperti ini, nasi gorengnya kurang berasa, kalau anda tidak segera makan makanannya, atau menunggu dingin, rasanya akan kurang enak
2. Susu kopi : ini enak, manis, seperti kopi susu nescafe, cuman sepertinya beda, tetapi lebih enak.
3. Es teh : kurang manis kalau menurut saya
4. Tempat : enak banget buat nongkrong, kurang cocok untuk WFH karena disini rame banget"
3.0,2 tahun lalu,"Penyajian begini apa adanya dari waitress. Agak kurang rapi dan tidak menarik. Padahal penyajian itu penting untuk konsumen, apalagi untuk membangun mood makan.

Pesan nasi ayam geprek harga 20ribu. Saya tanya ke kasir maksimal berapa cabai? Katanya 20 cabai. Saya pesan 11 cabai. Tapi kayanya ini cuma sekitar 5 cabai. Jadi ga pedas sama sekali. Ayamnya juga kecil dan model yang tidak pakai tepung gitu. Tidak juicy cenderung keras tapi tertolong dengan cabai gepreknya yang bikin basah.
Untuk menu nasi hati ampelanya juga kering banget, kurang berbumbu. Jadi seret.

Yaa kalau untuk nongkrong atau meeting gitu lumayan luas tempatnya. Tapi untuk harga segitu, aku rasa masih banyak kafe serupa yang menyediakan pelayanan dan rasa yang lebih enak.
Kasir kurang ramah. Nilai plusnya malah di tukang parkir yang ramah dan menyiapkan motor kami ketika mau pulang👍"
5.0,4 bulan lalu,"Tempat lesehan nya nyaman
Semua tempat duduk ada colokan stop kontak
Wifi lumayan kencang kalau sepi
Makanan dan minuman nya enak walaupun es teh nya sering kali manis tapi besoknya tawar
Nasi goreng telur nya uenak pisan
Parkiran luas untuk motor dan kang parkir nya sangat sopan dan beneran dibantuin"
4.0,3 tahun lalu,"Tempat nya luas, bersih, nyaman. Ada toilet, mushola, tempat parkir. Bisa pinjam buku juga, syaratnya gampang juga. Pelayanan nya agak kurang ramah tapi masih oke. Makanan nya agak lama, jadi sengaja tunggu depan kasir biar cepet jadinya. Makanan sama minuman nya murah, rasanya standar aja.. Cocok buat mahasiswa yg mau kerja tugas, ada view sawahnya."
5.0,3 tahun lalu,"Tempat yang cocok buat nugas, tapi bagian depan saja karena kalo nyampe belakang wifinya gak nyampe. Bagian belakang lebih cocok buat nongki sih apalagi sore hari sunsetan dengan sempoy2 angin dari sawah di sebelahnya syahdu sekali. Untuk soal makanan dan minuman rasanya standart semua, harganya masi masuklah dikantong mahasiswa."
1.0,2 bulan lalu,"pegawai nya judes anjg, tolol banget. aku sama temen2 tanya baik2 buat pesen dia judes bahkan ngelirik sambil pergi doang, jawab seadanya sumpah etika nya itu lhoo diperbaiki, masih humble an tukang parkir nya ketimbang pegawai nya anjg. pokok pegawai nya yg cowok dia agak keriting rambut nya panjang di kuncir ke belakang, pecat aja dahh ga sopan banget"
5.0,8 bulan lalu,"Sy pelanggan setia basa basi sudah bertahun2... Selalu pesan sukop..
Tp ini udah yg ketiga kalinya, sekarang kopinya  bikin mual... rasanya g seenak dulu, asam lambung langsung naik.  Dan temen sy juga sampai muntah d toilet.. maaf ya.. tp makanan yg lain enak"
1.0,3 bulan lalu,"Dulu aku suka bgt SM nasi goreng disini, tp kenapa rasa nya berubah. Ga seenak dulu. Duluu enak bgt kaya nasi goreng hotel bintang 5. Skrng kurang bgt hampir gak ada rasanya"
3.0,3 tahun lalu,"Pengalaman pertama ke kafe ini di Concat, dihari Minggu siang.
Pesan menu :
Nasi ayam dan Magelangan.
Tersaji dalam keadaan sudah tdk panas, bahkan tidak hangat nasinya maupun magelangannya, sehingga ketika dimakan ya seperti sudah termasak lama, tp baru diantar 40 menitan lbh, mungkin krna pelayannya yg antar terlihat cuman 1, di hari itu.

Lama pesanan dari order hingga datang untuk makan +/- 45 menit, dan untuk minuman 10 menitan. ( jd terhitung lihat jam di struk  krna lama 😅 )

Untuk minuman enak 👍, apaalagi lecy tea yg pesan pas untuk siang hari.

Ramai pengunjung dan harga termasuk murah sih, sehingga banyak pengunjung yang berlaptop untuk wifi.

Terimakasih 🙏🏻"
5.0,2 bulan lalu,"HARGA MURAH. MEMANG HARGA MENYERUPAI RUPA YAK, pesenannya lama diproses + waitersnya dan kasir tidak ramah, ga ada senyumnya sama sekali gatau kenapa mungkin karena gajinya gak sesuai sama pekerjaan yang dilakukan yak jadi susah senyum. JADI PERBAIKI MANAJEMENNYA SEMOGA SELALU BERKEMBANG, MOHON MAAF SEKALI DAN SEBESAR2NYA KAMI UCAPKAN TERIMAKASIH SEBANYAK2NYA"
5.0,setahun lalu,"Tempatnya luas banget, banyak tempat duduk nya juga, bisa lesehan juga. Nyaman pula. Cocok buat nongki sama temen, nugas, rapat juga bisa. Di belakang ada semacam joglo juga. Pelayanannya juga bisa dibilang cepat. Tempat parkirnya juga luas"
5.0,2 tahun lalu,"Tempatnya sangat luas, tidak perlu khawatir kekurangan tempat. Tersedia indoor maupun outdoor. Pilihan makanan dan minuman sangat beragam dengan harga yg sesuai dengan kantong mahasiswa. Rasa makanan dan minuman juga cukup enak, sesuai dengan harga. Pesanan diantar juga cukup cepat. Ada perpustakaan kecil dekat kasir jadi bisa sambil meminjam buku, jika perlu. Cocok untuk mengerjakan tugas maupun berkumpul ataupun berdiskusi bersama teman."
5.0,3 tahun lalu,"Tempatnya luasssss sekali, perkirannya juga, tempatnya pas lah nggak jauh-jauh amat dari UGM UNY pas kalau mau buat janjian ketemuan dari utara sama selatan ya tengah-tengah nya di sini. Menu makanannya sih biasa ya semacam di burjo/angkringam tapi pilihannya lebih banyak dan tempatnya juga lebih luas. Harga masih ramah dikantong pelajar dan mahasiswa nggak heran kalau tempat ini selalu ramai."
5.0,2 tahun lalu,"Suasana yang ada di video itu jam setengah 5 pagi. Walau sudah close order tapi masih banyak yang disana karena ngerjain tugas dll. Suasananya nyaman, cocok banget buat ngerjain tugas. Makanannya juga enak dengan harga yang sesuai."
5.0,4 tahun lalu,"Temoatnya luas, area parkir luas, fasilitas musholla yang baik, fasilitas toilet yang baik juga. Untuk seating ada berbagai macam, mulai dari yang meha kursi, lesehan dan gazebo. Varian menu makanan standar makanan-makanan camilan dan kopi yang harganya masih terjangkau.

Tempat ini cocok untuk hotspot an, ngerjain tugas bareng temen atau sekedar santai menikmati kopi."
5.0,10 bulan lalu,"Ke sini waktu rapat kkn cigugur tahun lalu, nasgornya mayan enak, termasuk murah sih harganya rata2"
5.0,4 tahun lalu,"Tempat nyaman bisa melihat sawah dan perairan yang asri di belakang ,luas,pelayanan ramah harga dan menu bervariasi serta terjangkau, banyak anak remaja hingga dewasa kesini. Parkir lebar dan mudah di akses"
5.0,2 tahun lalu,"Tempat favorit saya buat nongkrong bareng temen dari awal masuk SMA sampai sekarang, harganya sangat aman buat si dompet, tempatnya nyaman dan sejuk karena dikelilingi sawah, parkirannya pun juga luas.

Intinya saya merekomendasikan tempat ini untuk nongkrong bareng temen, ngerjain tugas, ngedate bareng pacarnya temen, kumpul keluarga, dll."
5.0,3 tahun lalu,"Kafe basa basi berlokasi di condong catur dekat toko merah, tempat nya luas parkiran motor ada, kalau sore menjelang malam bagus view nya, menghadap sawah angin nya kencang wifi nya cepat tapi jika yg duduk di belakang harus beli wifi 3000 dapat 3 jam supaya dapat sinyal kencang. Colokan banyak harga standar mahasiswa. Overall asik cocok buat nongkrong ramai ramai"
3.0,setahun lalu,menu banyak yg kosong . yang tersedia mie rebus . saya pesan tempe cocol saja itupun bumbunya dikasih kecap doang tanpa cabe dan tanpa dikasih garpu kecil .  klw sekedar ngopi mungkin enjoy saja tapi kalau buat makan malam gak rekomendasi.
1.0,5 bulan lalu,magelangan sosis datengnya sosisnya mentah ndak dimasak sama sekali
4.0,setahun lalu,"Makanannya enak dan memang harganya bersahabat. Terus untuk menunggu juga tidak terlalu lama. Tapi pas saya ke sana dan duduk memang mejanya ada partikel debu kecil, tapi masih bisa dibersihkan sendiri. Magelangannya enak menurut saya dan pedesnya pas."
4.0,2 tahun lalu,"Datang kesini karena ketemu temen temen buat ngobrol santai.

Lokasi agak susah ditemukan walau di pinggir jalan papannya tapi kecil jadi tadi kelewatan. Tempatnya si luas banget dan nyaman buat ngobrol sama temen temen.

Pesen mendoan sama teh susu habis 21.000. Mendoannya mahal menurutku tapi lumayan buat snack sama temen.

Tadi temenku bawa kebab juga dari luar dimakan di sini juga gak kena tegur si."
3.0,setahun lalu,"Untuk Parkir Harga lumayan lahh ... Kasir Jutek Galakk,jadi takut.Inisial D di nota 🥹🥹
pelayannya baik sopan gak seperti kasirnya🥳🥳"
4.0,5 tahun lalu,"Tempatnya nyaman, ada yg bagian lesehan yg pinggirnya langsung sawah, harganya relatif terjangkau untuk standard tempat ngopi dan nongkrong, disini parkirnya bayar, ga kayak basabasi yg di sorowajan yg gratis, kamar mandinya agak sempit cuma 2."
5.0,3 tahun lalu,"Tempat nongkrong dan ngerjain tugas yg cozy. Menu makanannya juga murah dan beragam bangett. Disini paling suka sama suasana sama viewnya apalagi pas sore-sore, bener-bener cakeupp!! 👍"
5.0,setahun lalu,"Harga menu makanan dan minuman terjangkau, rasanya cukuplah dengan harga segini. Cocok buat ngerjain tugas atau laporan bareng temen. Buka sampe jam 2 malam. Asik. Kalo suka Mabar di sini juga Sabi si... Ato sekedar ngopi sambil makan pisang goreng juga mantepp"
1.0,6 bulan lalu,"Kami pesen makan dan minum ber 9 jualin nya gak barengan. Sampai teman kami yang lain sdh habis makan dan  minum aja, sya dan teman yg lain  ada yg belum di sajikan. Dan sdh bilang ke pelayan berkali2. Pelayan balik lagi trnyata cuma buat nanya kurang apa, sdh di ksh tau nunggu 1 jam lbh trnyata masih aja keliru dan ganti pelayan bilang gak tau tadi pesen apa. Pdhal sdh di tulis dan sdh di input. Pelayan balik lagi itu pun kamii nunggu lama bgt bilang pesenan habis. Kami tnya kertas pesan yg kami tulis tadi mana. Di jawab hilang. Koq ya gak ada kata maaf bu, pesenan hbs atau yg gmana gitu. Tolong ya pelayanan di perbaiki."
3.0,setahun lalu,"Harga menunya terjangkau, tapi untuk rasa standar/biasa aja, ada mushola di dpn tapi sayang banget tempat wudhunya tidak tertutup & campur antara wanita & laki2, toilet ada 2 tapi ky tidak terawat/kurang bersih. Kalo buat nugas versi low budget bisa banget kesini, tempat luas."
5.0,6 bulan lalu,tempat nyaman luas tapi kurang dijaga kebersihannya dan untuk kasir atas nama DAVID tolong ya mas bekerja selayaknya kasir yg profesional ga jutek cuek liat aja rating yg lain juga mengarah ke kasir karena kurang profesional mungkin jg bukan cuma masnya tp untuk kasir yg lain jg
4.0,2 tahun lalu,"Kesini hanya ketemu orang buat nyelesaiin masalah pertiketan konser, harga yang di tawarkan murah suasannya enak tapi pelayanan gilaa lamaa sekali, emg rame sih tpi ya gak ngunu ya kali aku pesen mie goreng dari jam 7 smpek stgh 11 belum keluar."
2.0,4 bulan lalu,"Pesen mie doang nunggu 1 jam lebih, malah pengunjung yang baru datang pesanannya diantar duluan. Mohon untuk dibenahi lagi dari pelayanannya"
5.0,5 tahun lalu,"Basabasi cabang condongcatur. Tempatnya lebih simple dan tertata. Lengkap fasilitasnya; musholla, toilet dan colokan bagi yg ingin ngerjain tugas. Lokasinya depan Karaoke Top 40 agak ke selatan dikit."
4.0,3 tahun lalu,"Poin plusnya cukup nyaman untuk diskusi santai, tempatnya luas, meja kursi banyak, harga cukup terjangkau, pelayanan oke ramah, penempatan mushola baik karena ada di paling depan dan cukup bersih.
Kalo pagi menjelang siang masih nyaman karena tidak bnyak pengunjung, klo sore malem sprtinya terlalu ramai jadi kurang nyaman.
Minusnya mngkin di koneksi free wifi yng jangkauannya terbatas, kalo tidak salah tidak bisa sampai di pendopo belakang, jadi harus beli voucher dulu."
5.0,setahun lalu,"Harga terjangkau, menunya banyak dan enak, khususnya kopi AGM (paling favorit) ditangan Adi Stereo, nisbat kepada Neck Deep (diehard). Karena tempatnya yang terkesan sendu, paling sering pesan mie rebus double original, mendoan atau tempe cocol. Koki andalanku Despat Despot.

Tempatnya bersih, pelayanannya juga oke nyaman untuk ngerjain tugas atau sekedar nongkrong & ngobrol sama teman/pacar, bisa juga sekalian push rank till the end biar auto mystical -bukan mytical- glory. Jika tidak punya teman mabar, silahkan dicari yang namanya Rahmat Sarno atau Ali Indie, pemuda murah senyum dan tak kenal lelah.

Akhirulkalam untuk mas, mbak, kakak, adik kalo nongkrong kesini jangan cuma pesan es teh jumbo saja. Cobain juga menu yang lain."
5.0,4 tahun lalu,"Lokasi sangat strategis banget, sejuk kanan kiri pandangan sawah tempatnya semi outdoor gitu
Rasa makanan dan minuman lumayan yaa setara sama kafe lainnya, harga nya okee banget"
5.0,2 tahun lalu,Dah beberapa kali kesini. Makanan enak. Harga standar si pas dikantong mahasiswa kosan. Tempat nya luasss. Ada mushola sama toilet juga. Cocok buat nugass ataupun rapatt
5.0,2 tahun lalu,"Harganya ramah buat pelajar dan mahasiswa, tempatnya asik buat nongkrong sampek pagi, tempatnya juga luas, bersih, musholla ada , toilet juga bersih, cocok buat ngerjain tugas atau meeting"
1.0,5 bulan lalu,pesen magelangan datengnya sosisnya mentah belom dimasak
4.0,setahun lalu,"Makanannya gak terlalu spesial tapi enak, tapi minumannya banyak variasi seperti teh biru. Enak buat nongkrong, udah 2x nongkrong di sini sama temen."
5.0,3 tahun lalu,"Dulu suka ngerjain skripsi disini. Sekarang udah tambah luas ke belakang jadi deket sawah2, tambah keren. Playlist lagunya bagus2, menunya banyak porsinya sesuai harga."
5.0,3 tahun lalu,"Ramah pengunjung. Menunya banyak mulai dari desert hingga main course. Ada tempat duduk outdoor yang diapit dua pendopo besar (tempat duduk indoor). Kanan kiri terdapat sawah yang lapang dan juga parkirnya pun luas. Terdapat perpustakaan, timbangan berat badan, dan colokan listrik bahkan di tempat duduk outdoornya. Recommended banget untuk siapapun"
5.0,3 tahun lalu,"Buat ngobrol enak banget suasananya. Buat nugas kalau buat aku cocok gak cocokan ya. Spot duduknya banyak. Menunya juga banyak pilihannya, harga murah-standart. Waktu itu kesini jam 19.00 ayamnya sudah habis. Overall bagus. Sukses selalu"
5.0,4 tahun lalu,"Harga terjangkau tempat nyaman. Bintang lima karena banyak kucing. Luv.
Sekarang ada tempat baru di bagian belakang dengan kursi outdoor dan pendopo juga. Mungkin karena terlalu ramai, pesanan jadi lama datang."
4.0,setahun lalu,"Tempatnya luas sekali begitupun dengan parkirannya, punya beragam makanan dan minuman yg terjangkau buat mahasiswa. Untuk wifi bisa beli voucher agar internetnya lebih kencang.

Tersedia tempat outdoor (payung & garden view) dan juga semu outdoor (lesehan), kalo weekend selalu rame dan ada live musicnya."
5.0,3 tahun lalu,"Ga usah AC, angin alaminya udah sepoi-sepoi
Harga menunya lumayan bersahabat.."
5.0,2 tahun lalu,"Nyaman buat nongkrong, harga nya terjangkau buat para mahasiswa, mau tugasan atau skripsian juga bisa , mereka menyediakan wifi gratis"
4.0,5 tahun lalu,"Tempatnya bagus, luas, konsepnya bambu-bambu. Parkir luas, tersedia toilet & mushalla. Harga tetep sama seperti basa-basi cabang lain."
2.0,6 bulan lalu,Tempatnya enak tapi pelayanan kurang apalagi mas2 yang maaf rambunya panjang keriting kurang ramah dan seperti tidak niat bekerja + seperti orangcngantuk
5.0,2 tahun lalu,"Tempatnya syahdu soalnya di pinggir sawah, luas juga. Harganya cocok di kantong mahasiswa, cuma utk wifi nya perlu beli voucher."
5.0,2 tahun lalu,Tempat yang cocok buat nugas atau sekedar nongki sama temen-temen. Tempatnya luas dengan banyak pilihan tempat duduk. Es kopi susu dan alpukat float is my fav kalo nongki disana. Yang jelas semua menunya gak bikin kantong nangis deh 😁.
5.0,4 tahun lalu,Tempat nyaman buat ngobrol ada fasilitas perpusnya kita bs baca² gratis asli buku terbitan basa basi.
5.0,2 tahun lalu,"Asik banget tempatnya lebar dan berada di tepi sawah, harga makanan minuman murah dan banyak sekali varian menunya"
5.0,3 tahun lalu,"Butuh Nugas, Diskusi, Kumpul-kumpul bareng temen dengan suasana Sawah?
U could try this one!!
Tempat Luas, Pemandangan Sawah, Makanan dan Minuman Murah. Gak nyesel deh kesini dijamin
Mata kalian bakal dimanjakan oleh hijau""an
Ada Musholla juga, jadi jangan khawatir berlama-lama disini"
3.0,setahun lalu,"Tempatnya enak buat nongkrong santai, tapi toiletnya kurang bersih (yg belakang), makanan sm minuman lumayan, harga terjangkau, oke lah👍"
5.0,sebulan lalu,Murah sih cuma pesanan agak lama sseemoga kedepan bisa diperbaiki lagi kak
5.0,2 tahun lalu,"Menunya bervariasi, tempatnya nyaman banget buat nugas, nongkrong, ngobrol sama temen, sampai pacaran. Nggak bakalan di suruh pulang kalo udah nongkrong di basa-basi. Harganya terjangkau banget. Makanannya enak. Rekomendasi buat kamu yang pengin nikmatin waktu ngobrol di Jogja dari malam sampai pagi hari pokoknya. Hehehe"
5.0,5 tahun lalu,"Tempat nongkrong ngopi dgn menu yg lumayan banyak, harga relatif murah, wifi gratis, tempat luas indoor dan outdoor dgn view persawahan luas. Sangat refresing dan memanjakan anak nongkrong. Bekerja pake laptop juga oke banyak colokan listrik tersedia. Pelayanan ramah pesan menu tdk nunggu lama."
4.0,2 tahun lalu,"Kesini pas hujan jd gk maksimal menikmati pemandangan sawah sambil ngopi, utk menu lumayan byk dan hrga terjangkau. Enak buat santai nongkrong"
5.0,5 tahun lalu,"Tongkrongan favorit hehe. Biasa kesini pesan es cappucino sama es kopi ditambah tempe cocolnya yang maknyus (sambelnya enak banget). Tempatnya syahdu apalagi kalo malem. Pagi siang juga enak buat nongkrong sekaligus ngerjain tugas. Wifinya kenceng, tersedia kamar mandi dan juga mushola"
5.0,3 tahun lalu,"Tempatnya luas, enak, nyaman. Makanan sama minumannya murah2, cocok buat healing harga miring"
4.0,setahun lalu,"Tempatnya luas banget. Ada 3 bagian area klo gaknsalah. Yang nongkrong disini rata² mahasiswa sambil mengerjakan tugas.

Klo kesini pas primetime, siap² antri panjang saat pesan dikasir."
4.0,2 tahun lalu,"Tempat  : 4/5
Pelayanan : 5/5
Harga    : 4/5

Standar kafe Jogja, baik harga maupun menunya. Bisa buat nongkrong atau nugas."
5.0,3 tahun lalu,Warung kopi tempat wadah diskusi ato sekedar hore-hore. Basabasi paling estetik. Tempat pesannya jaraknya bisa satu kilometer sangking jauh jaraknya.
5.0,setahun lalu,"Kesini pertama kali.. Karena mau ada rapat mengenai camping.. Saya cuma minum es coklat float aja.. Enak

Tempat nya seru.. Ada indoor dan outdoor nya.. Tempat nyaman buat ngobrol.. Ada wc dan mushola nya"
4.0,2 tahun lalu,Tempat nongkrong di area condong catur...luas rame fulll...harga standar
4.0,2 tahun lalu,"Tempat nongkrong dekat top40.
Jadi kalo nunggu nya di top 40 lama bisa jalan aaja tuh kesini..bisa sambil baca buku karna udah ada di depan kasir setumpuk buku2 gitu.. ya sudah menyediakan untuk orang yg mau nongks sambil baca buku kek saya..banyak anak kampus nugas sih kl keisnii.."
5.0,setahun lalu,"Tmpt cukup luas jg tmptnya nyaman👍👍👍

Tp maaf,saat sy kesana ada area yg kurang bersih,byk tysu bekas berserakn dibwh🙏"
5.0,4 tahun lalu,"Tempat nongkrong asik dengan live music di hari hari tertentu. ada menu makanan dan minuman, harganya standar tongkrongan jogja ya. Parkir cukup luas, ada tempat duduk indoor maupun outdoor dengan cukup banyak colokan listrik, bisa buat sambil kerja. Suasananya hangat dengan cahaya lampu kuning. Cukup enjoy"
4.0,2 tahun lalu,"Tempatnya lumayan buat nugas, banyak meja dan luas. Wifi lancar. Nilai plus ada buku2 bacaan. Harga murah dan rasa makanan sesuai dgn harga."
5.0,setahun lalu,"Tempatnya nyaman, makanan nya juga murah2. Karyawan nya juga rajin bersih2 setiap beberapa waktu sekali buat mengambil gelas dan piring kotor. Misal sudah waktunya tutup pun pengunjung tidak dipaksa pulang jika memang masih asik mengobrol."
5.0,3 tahun lalu,"Tempat parkirnya luas, banyak tempat duduk untuk nongkrong, disini juga bisa makan karena terdapat banyak menu makanan yang enak dan tidak bikin kantong kering, saat saya disini close order nya jam 02.00 jadi nyaman jika untuk nugas sampek malam atau malam malam pengen nongkrong bisa banget disini. Terdapat view sawah disampingnya. Pelayanannya juga ramah, jadi tempat ini rekomendasi banget buat temen temen. Terima kasih, semoga review dari aku membantu."
5.0,setahun lalu,"asik bgt sih tempatnya, luas jugaa. pelayanan nya oke, makanan dan minuman juga enak. recomended sekaliii"
3.0,setahun lalu,"Kafe yang dipenuhi manusia berisik. Tidak cocok kalau mau diskusi apalagi mengerjakan tugas
Tapi cocok kalau mau teriak2 kegirangan.
Makanan cukup enak walau kurang nendang, minuman oke karena banyak pilihan dan ada size jumbo juga."
